FishID,Source,Location,Year_samples_collected,d13C,d15N,d34S,%C,%N,%S,CN,Species,Station,SIA_location
647_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.69,12.12,17.05,43.02,13.6,1,3.16,Haddock,ICELAND_14,LSMSF
658_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.03,14.63,18.72,44.66,14.01,1.19,3.19,Haddock,ICELAND_13,LSMSF
659_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.46,14.73,17.49,43.54,13.72,1.18,3.17,Haddock,ICELAND_13,LSMSF
660_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.09,14.52,17.8,44.25,13.79,1.23,3.21,Haddock,ICELAND_13,LSMSF
661_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.86,15.61,18.48,44.91,13.77,1.18,3.26,Haddock,ICELAND_13,LSMSF
662_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.06,14.92,18.11,42.69,13.46,1.24,3.17,Haddock,ICELAND_13,LSMSF
663_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.2,14.91,16.82,45.49,13.91,1.4,3.27,Haddock,ICELAND_11,LSMSF
664_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.7,13.8,16.52,44,13.61,1.37,3.23,Haddock,ICELAND_11,LSMSF
665_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.05,14.98,13.55,43.34,13.73,1.22,3.16,Haddock,ICELAND_11,LSMSF
666_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.34,13.93,15.62,44.6,13.58,1.21,3.28,Haddock,ICELAND_11,LSMSF
667_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.49,13.95,16.88,44.37,13.88,1.3,3.2,Haddock,ICELAND_11,LSMSF
741_Bis,Ifremer,Bay of Biscay,2018,-18.47,13,17.72,42.14,12.96,1.17,3.25,Haddock,BISCAY_18,LSMSF
742_Bis,Ifremer,Bay of Biscay,2018,-18.44,13.1,17.86,42.63,13.06,1.15,3.26,Haddock,BISCAY_18,LSMSF
743_Bis,Ifremer,Bay of Biscay,2018,-19.39,13.12,17.98,43.23,12.59,1.19,3.43,Haddock,BISCAY_18,LSMSF
744_Bis,Ifremer,Bay of Biscay,2018,-18.64,12.85,18.12,42.1,13.14,1.19,3.2,Haddock,BISCAY_18,LSMSF
745_Bis,Ifremer,Bay of Biscay,2018,-21.91,12.82,15.6,65.9,13.76,1.46,4.79,Haddock,BISCAY_18,LSMSF
137_Ns,Marine Scotland,North,2018,-17.59,13.11,17.48,41.05,12.95,1.1,3.17,Haddock,NORTH_35,LSMSF
156_Ns,Marine Scotland,North,2018,-17.24,11.98,17.27,42.03,13.31,1.2,3.16,Haddock,NORTH_29,LSMSF
173_Ns,Marine Scotland,North,2018,-16.86,12.15,16.57,41.78,13.17,1.06,3.17,Haddock,NORTH_16,LSMSF
193_Ns,Marine Scotland,North,2018,-17.45,13,15.84,40.96,12.99,1.12,3.15,Haddock,NORTH_01,LSMSF
216_Ns,Marine Scotland,North,2018,-17.55,13.21,16.66,41.07,13.08,1.08,3.14,Haddock,NORTH_36,LSMSF
226_Ns,Marine Scotland,North,2018,-17.82,12.98,17.24,41.49,13.1,1.04,3.17,Haddock,NORTH_25,LSMSF
272_Ns,Marine Scotland,North,2018,-17.77,13.86,17,41.22,13.02,1.21,3.17,Haddock,NORTH_27,LSMSF
284_Ns,Marine Scotland,North,2018,-18.12,12.66,16.95,41.17,12.89,1.13,3.19,Haddock,NORTH_28,LSMSF
295_Ns,Marine Scotland,North,2018,-17.37,13.21,15.59,41.33,13,1.09,3.18,Haddock,NORTH_34,LSMSF
296_Ns,Marine Scotland,North,2018,-17.72,12.61,13.43,41.09,12.91,1.08,3.18,Haddock,NORTH_34,LSMSF
333_Ns,Marine Scotland,North,2018,-17.61,13.6,16.66,40.27,12.92,1.25,3.12,Haddock,NORTH_37,LSMSF
345_Ns,Marine Scotland,North,2018,-17.18,12.68,16.47,41.46,12.96,1.12,3.2,Haddock,NORTH_31,LSMSF
358_Ns,Marine Scotland,North,2018,-17.62,12.75,16.26,41.15,12.96,1.15,3.18,Haddock,NORTH_17,LSMSF
359_Ns,Marine Scotland,North,2018,-17.44,13.19,15.94,41.52,12.91,1.13,3.22,Haddock,NORTH_17,LSMSF
374_Ns,Marine Scotland,North,2018,-18.71,13,17.43,42.56,13.02,1.11,3.27,Haddock,NORTH_06,LSMSF
440_Ns,Marine Scotland,North,2018,-18.09,13.7,16.74,41.32,13.09,1.2,3.16,Haddock,NORTH_04,LSMSF
443_Ns,Marine Scotland,North,2018,-17.72,13.48,17.54,40.29,13.01,1.1,3.1,Haddock,NORTH_24,LSMSF
455_Ns,Marine Scotland,North,2018,-17.96,13.11,16.65,40.9,13.12,1.12,3.12,Haddock,NORTH_19,LSMSF
509_Ns,Marine Scotland,North,2018,-17.49,12.35,17.16,41.17,12.99,1.22,3.17,Haddock,NORTH_30,LSMSF
511_Ns,Marine Scotland,North,2018,-17.66,12.2,16.23,39.49,12.65,1.03,3.12,Haddock,NORTH_30,LSMSF
125_Ns,Marine Scotland,North,2018,-17.38,12.95,17.75,45.81,14.11,1.09,3.25,Haddock,NORTH_18,LSMSF
126_Ns,Marine Scotland,North,2018,-17.99,12.21,17.92,45,13.86,1.1,3.25,Haddock,NORTH_18,LSMSF
139_Ns,Marine Scotland,North,2018,-17.33,12.65,18.45,45.45,14.15,1.02,3.21,Haddock,NORTH_35,LSMSF
149_Ns,Marine Scotland,North,2018,-18.45,13.04,18.66,44.76,13.67,1.04,3.28,Haddock,NORTH_11,LSMSF
203_Ns,Marine Scotland,North,2018,-17.62,14.33,17.41,45.07,14.03,1.01,3.21,Haddock,NORTH_22,LSMSF
204_Ns,Marine Scotland,North,2018,-17.94,13.06,15.92,43.65,13.89,1.05,3.14,Haddock,NORTH_22,LSMSF
205_Ns,Marine Scotland,North,2018,-18.03,13.53,17.41,43.37,13.77,1.09,3.15,Haddock,NORTH_22,LSMSF
218_Ns,Marine Scotland,North,2018,-17.37,13.35,17.88,44.01,13.75,1.02,3.2,Haddock,NORTH_36,LSMSF
227_Ns,Marine Scotland,North,2018,-18.76,12.84,18.1,44.86,13.47,1.06,3.33,Haddock,NORTH_25,LSMSF
249_Ns,Marine Scotland,North,2018,-18.99,11.3,18.82,47.03,14.2,1.1,3.31,Haddock,NORTH_14,LSMSF
294_Ns,Marine Scotland,North,2018,-17.67,13.21,17.85,46.01,14.13,1.06,3.26,Haddock,NORTH_34,LSMSF
309_Ns,Marine Scotland,North,2018,-20.37,14.02,16.49,60.03,14.14,1.2,4.24,Haddock,NORTH_23,LSMSF
313_Ns,Marine Scotland,North,2018,-17.45,12.64,18.67,45.5,14.13,1.05,3.22,Haddock,NORTH_23,LSMSF
322_Ns,Marine Scotland,North,2018,-17.68,12.42,17.42,45.49,14.1,1.05,3.23,Haddock,NORTH_26,LSMSF
346_Ns,Marine Scotland,North,2018,-16.97,12.58,17.65,45.47,14.05,1.06,3.24,Haddock,NORTH_31,LSMSF
348_Ns,Marine Scotland,North,2018,-17.76,13.81,17.63,46.32,14.12,1.09,3.28,Haddock,NORTH_31,LSMSF
357_Ns,Marine Scotland,North,2018,-17.53,12.39,16.99,44.73,14.02,1.19,3.19,Haddock,NORTH_17,LSMSF
360_Ns,Marine Scotland,North,2018,-18.06,12.4,18.02,45.7,13.94,1.11,3.28,Haddock,NORTH_17,LSMSF
372_Ns,Marine Scotland,North,2018,-17.83,12.88,18.63,45.41,14.18,1.08,3.2,Haddock,NORTH_06,LSMSF
375_Ns,Marine Scotland,North,2018,-18.36,13.02,18.57,45.72,14.12,1.03,3.24,Haddock,NORTH_06,LSMSF
384_Ns,Marine Scotland,North,2018,-17.64,13.57,18.58,44.36,13.77,1.06,3.22,Haddock,NORTH_38,LSMSF
407_Ns,Marine Scotland,North,2018,-18.08,12.67,17.58,43.07,13.28,0.94,3.24,Haddock,NORTH_08,LSMSF
409_Ns,Marine Scotland,North,2018,-18.88,11.46,19.37,44.57,13.74,1.01,3.25,Haddock,NORTH_08,LSMSF
410_Ns,Marine Scotland,North,2018,-18.01,12.22,18.47,40.25,12.58,0.97,3.2,Haddock,NORTH_08,LSMSF
422_Ns,Marine Scotland,North,2018,-18.27,12.11,19.16,44.94,13.87,1.07,3.24,Haddock,NORTH_09,LSMSF
439_Ns,Marine Scotland,North,2018,-18.67,13.33,18.51,46.09,14.11,1.11,3.27,Haddock,NORTH_04,LSMSF
456_Ns,Marine Scotland,North,2018,-18.82,12.61,18.03,44.5,13.91,1.05,3.2,Haddock,NORTH_19,LSMSF
460_Ns,Marine Scotland,North,2018,-17.69,12.85,17.38,46,14.19,1.01,3.24,Haddock,NORTH_13,LSMSF
463_Ns,Marine Scotland,North,2018,-17.33,12.79,16.39,45.79,14.13,0.96,3.24,Haddock,NORTH_13,LSMSF
476_Ns,Marine Scotland,North,2018,-18.95,12.24,18.71,45.53,14.13,1.1,3.22,Haddock,NORTH_07,LSMSF
478_Ns,Marine Scotland,North,2018,-18.13,12.53,18.75,43.79,13.74,1.04,3.19,Haddock,NORTH_07,LSMSF
482_Ns,Marine Scotland,North,2018,-18.15,12.69,17.32,44.26,13.88,0.99,3.19,Haddock,NORTH_21,LSMSF
499_Ns,Marine Scotland,North,2018,-18.81,12.74,19.59,45.04,13.92,1.06,3.24,Haddock,NORTH_15,LSMSF
520_Ns,Marine Scotland,North,2018,-17.88,13.11,18.14,44.07,13.89,1.09,3.17,Haddock,NORTH_02,LSMSF
522_Ns,Marine Scotland,North,2018,-18.07,14.36,17.34,45.38,14.05,1.11,3.23,Haddock,NORTH_02,LSMSF
639_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.07,12.68,18.04,44.86,13.78,1.16,3.25,Haddock,ICELAND_16,LSMSF
591_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.35,13.9,17.53,44.08,13.77,0.97,3.2,Haddock,ICELAND_12,LSMSF
629_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.83,12.52,18.22,44.33,13.86,1.18,3.2,Haddock,ICELAND_09,LSMSF
590_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.06,13.28,18.44,44.68,13.86,1.01,3.22,Haddock,ICELAND_12,LSMSF
599_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.8,11.68,17.92,44.48,13.79,0.96,3.23,Haddock,ICELAND_15,LSMSF
577_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.06,13.31,17.14,44.08,13.9,0.99,3.17,Haddock,ICELAND_03,LSMSF
584_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.72,13.02,17.23,45.28,14,1.01,3.23,Haddock,ICELAND_04,LSMSF
51_Fa,Faroe Marine Institute,Faroes,2018,-17.99,12.41,18.36,46.03,14.31,1.03,3.22,Haddock,FAROE_04,LSMSF
52_Fa,Faroe Marine Institute,Faroes,2018,-17.72,12.87,17.24,46.9,14.46,1.02,3.24,Haddock,FAROE_04,LSMSF
53_Fa,Faroe Marine Institute,Faroes,2018,-17.89,13.27,18.53,46.88,14.39,1.09,3.26,Haddock,FAROE_04,LSMSF
54_Fa,Faroe Marine Institute,Faroes,2018,-18.15,12.35,18.56,46.12,14.25,1.07,3.24,Haddock,FAROE_04,LSMSF
55_Fa,Faroe Marine Institute,Faroes,2018,-18.44,12.09,18.99,46.96,14.54,1.06,3.23,Haddock,FAROE_04,LSMSF
56_Fa,Faroe Marine Institute,Faroes,2018,-19.1,12.51,17.37,51.65,14.24,1.06,3.63,Haddock,FAROE_05,LSMSF
57_Fa,Faroe Marine Institute,Faroes,2018,-18.28,12.05,18.88,44.78,13.72,1.03,3.26,Haddock,FAROE_05,LSMSF
58_Fa,Faroe Marine Institute,Faroes,2018,-18.35,12.08,18.64,48.67,14.86,1.1,3.27,Haddock,FAROE_05,LSMSF
59_Fa,Faroe Marine Institute,Faroes,2018,-17.57,13.1,18.42,46.43,14.07,1.08,3.3,Haddock,FAROE_05,LSMSF
60_Fa,Faroe Marine Institute,Faroes,2018,-17.86,12.37,18.44,46.65,14.39,1.11,3.24,Haddock,FAROE_05,LSMSF
61_Fa,Faroe Marine Institute,Faroes,2018,-17.31,12.42,18.57,45.18,14.22,1.07,3.18,Haddock,FAROE_06,LSMSF
62_Fa,Faroe Marine Institute,Faroes,2018,-17.02,13.24,18.26,46.04,14.44,1.08,3.19,Haddock,FAROE_06,LSMSF
63_Fa,Faroe Marine Institute,Faroes,2018,-17.16,13.53,17.87,44.25,13.76,1.03,3.21,Haddock,FAROE_06,LSMSF
64_Fa,Faroe Marine Institute,Faroes,2018,-17.37,12.73,18.42,45.68,14.35,1.05,3.18,Haddock,FAROE_06,LSMSF
65_Fa,Faroe Marine Institute,Faroes,2018,-17.34,13.34,18.72,46.61,14.49,1.11,3.22,Haddock,FAROE_06,LSMSF
66_Fa,Faroe Marine Institute,Faroes,2018,-17.7,12.57,18.21,46.91,14.65,1.07,3.2,Haddock,FAROE_07,LSMSF
67_Fa,Faroe Marine Institute,Faroes,2018,-17.86,12.79,18.08,46.18,14.34,1.07,3.22,Haddock,FAROE_07,LSMSF
68_Fa,Faroe Marine Institute,Faroes,2018,-17.02,12.46,18.48,46.09,14.39,1.06,3.2,Haddock,FAROE_07,LSMSF
69_Fa,Faroe Marine Institute,Faroes,2018,-17.26,12.95,18.53,46.33,14.32,1.09,3.24,Haddock,FAROE_07,LSMSF
70_Fa,Faroe Marine Institute,Faroes,2018,-17.22,13.19,18.4,46.16,14.49,1.07,3.19,Haddock,FAROE_07,LSMSF
1067_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.63,14.58,19.98,43.61,13.44,1.05,3.25,Haddock,BARENTS_04,LSMSF
1068_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.55,12.7,19.59,44.59,13.79,0.89,3.23,Haddock,BARENTS_04,LSMSF
1070_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.64,11.79,19.54,48.04,14.16,1.09,3.39,Haddock,BARENTS_04,LSMSF
1071_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.82,13.77,18.82,43.55,13.58,0.9,3.21,Haddock,BARENTS_04,LSMSF
1074_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.81,14.13,18.46,44.3,13.72,0.95,3.23,Haddock,BARENTS_05,LSMSF
1075_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.87,13.36,19.23,43.48,13.63,0.98,3.19,Haddock,BARENTS_05,LSMSF
1076_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.1,13.3,20.09,43.09,13.46,1.1,3.2,Haddock,BARENTS_05,LSMSF
1077_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.16,14.59,18.76,43.26,13.45,0.96,3.22,Haddock,BARENTS_05,LSMSF
1078_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.56,14.37,19.24,43.69,13.64,0.97,3.2,Haddock,BARENTS_05,LSMSF
1079_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.34,14.05,19.25,43.91,13.58,0.94,3.23,Haddock,BARENTS_05,LSMSF
1083_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.18,11.46,19.8,43.88,13.67,1,3.21,Haddock,BARENTS_05,LSMSF
1084_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.6,14.54,19.5,44.3,13.81,0.95,3.21,Haddock,BARENTS_05,LSMSF
1085_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.46,13.92,18.97,43.13,13.45,0.98,3.21,Haddock,BARENTS_05,LSMSF
1086_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.8,14.03,19.51,44.3,13.68,1,3.24,Haddock,BARENTS_05,LSMSF
1088_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.07,13.42,19.19,44.35,13.74,0.91,3.23,Haddock,BARENTS_10,LSMSF
1089_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20,13.95,19.42,45.03,13.74,1.07,3.28,Haddock,BARENTS_10,LSMSF
1091_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.07,12.97,19.62,45.35,13.98,1.07,3.24,Haddock,BARENTS_09,LSMSF
1094_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.11,13.96,20.76,44.34,13.73,1.33,3.23,Haddock,BARENTS_02,LSMSF
1097_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.68,13.5,20.03,44.03,13.66,1.08,3.22,Haddock,BARENTS_02,LSMSF
1102_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.26,13.76,19.79,49.39,15.32,1.19,3.22,Haddock,BARENTS_02,LSMSF
1104_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.88,14.24,20.1,43.42,13.52,1.07,3.21,Haddock,BARENTS_02,LSMSF
1107_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.97,14.45,20.39,45.46,14.14,1.18,3.21,Haddock,BARENTS_02,LSMSF
1047_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.19,13.85,18.48,44.72,13.87,1.01,3.22,Haddock,BARENTS_07,LSMSF
1053_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.96,14.09,19.13,44.01,13.67,1.11,3.22,Haddock,BARENTS_08,LSMSF
1054_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.07,12.94,18.8,44.45,13.88,1.03,3.2,Haddock,BARENTS_08,LSMSF
1055_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.59,12.84,19.49,44.22,13.52,1.05,3.27,Haddock,BARENTS_08,LSMSF
1056_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.77,14.26,19.13,45.41,14.15,1.2,3.21,Haddock,BARENTS_08,LSMSF
1064_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.06,12.2,19.69,44.81,13.91,1.11,3.22,Haddock,BARENTS_04,LSMSF
1065_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.91,14.64,19.11,44.91,13.86,1.14,3.24,Haddock,BARENTS_04,LSMSF
1066_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.36,12.85,18.91,44.61,13.91,0.91,3.21,Haddock,BARENTS_04,LSMSF
1069_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.21,11.92,19.16,44.37,13.88,1.04,3.2,Haddock,BARENTS_04,LSMSF
1072_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.99,13.01,19.08,45.66,13.96,1.08,3.27,Haddock,BARENTS_04,LSMSF
1073_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.77,12.91,19.34,44.72,13.89,1.14,3.22,Haddock,BARENTS_04,LSMSF
1080_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.83,13.83,18.24,44.36,13.78,0.99,3.22,Haddock,BARENTS_05,LSMSF
1081_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.02,13.22,19.02,43.49,13.57,0.99,3.2,Haddock,BARENTS_05,LSMSF
1082_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.07,13.38,18.52,44.19,13.86,1.02,3.19,Haddock,BARENTS_05,LSMSF
1087_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.14,13.99,18.02,43.49,13.89,0.89,3.13,Haddock,BARENTS_05,LSMSF
1090_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.64,12.46,18.75,45.54,14.19,1.05,3.21,Haddock,BARENTS_09,LSMSF
1092_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.21,13.09,18.77,45.18,14.01,0.98,3.22,Haddock,BARENTS_09,LSMSF
1093_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-19.14,14.95,19.11,45.13,14.09,1.13,3.2,Haddock,BARENTS_09,LSMSF
1095_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.56,12.31,19.05,44.67,13.9,1.09,3.21,Haddock,BARENTS_02,LSMSF
1096_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.18,12.6,18.89,44.67,13.76,1.11,3.25,Haddock,BARENTS_02,LSMSF
1098_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.53,12.9,18.1,44.02,13.89,1.15,3.17,Haddock,BARENTS_02,LSMSF
1099_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.79,12.51,18.19,43.76,13.57,1.01,3.23,Haddock,BARENTS_02,LSMSF
1100_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.04,12.43,18.84,44.34,13.84,1.07,3.2,Haddock,BARENTS_02,LSMSF
1101_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.86,12.7,19.29,44.47,13.98,1.11,3.18,Haddock,BARENTS_02,LSMSF
1103_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.59,12.17,19.04,44.85,13.9,1.08,3.23,Haddock,BARENTS_02,LSMSF
1105_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.69,11.39,19.14,44.63,14.04,1.04,3.18,Haddock,BARENTS_02,LSMSF
1106_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-20.47,13.85,19.29,44.06,13.83,1.09,3.18,Haddock,BARENTS_02,LSMSF
1108_Bar,"Institute of Marine Research, Norway",Norwegian,2018,-21.7,11.96,19.03,44.08,13.75,1.04,3.21,Haddock,BARENTS_02,LSMSF
1142_Roc,Marine Scotland,Rockall,2018,-18.76,10.83,19.07,45.5,14.09,0.98,3.23,Haddock,ROCKALL_02,LSMSF
1143_Roc,Marine Scotland,Rockall,2018,-18.73,10.73,18.1,45.86,14.28,1.05,3.21,Haddock,ROCKALL_02,LSMSF
1144_Roc,Marine Scotland,Rockall,2018,-18.52,10.93,18.28,45.63,14.42,1.02,3.16,Haddock,ROCKALL_02,LSMSF
1145_Roc,Marine Scotland,Rockall,2018,-18.73,10.51,18.02,45.1,14.17,1.04,3.18,Haddock,ROCKALL_02,LSMSF
1146_Roc,Marine Scotland,Rockall,2018,-18.65,10.71,17.86,44.72,14.11,1.01,3.17,Haddock,ROCKALL_02,LSMSF
1147_Roc,Marine Scotland,Rockall,2018,-18.71,10.62,18,45.51,14.5,0.98,3.14,Haddock,ROCKALL_11,LSMSF
1148_Roc,Marine Scotland,Rockall,2018,-18.71,10.62,18.57,44.73,14.22,0.99,3.15,Haddock,ROCKALL_11,LSMSF
1149_Roc,Marine Scotland,Rockall,2018,-18.69,10.76,18.07,45.57,14.49,0.97,3.14,Haddock,ROCKALL_11,LSMSF
1150_Roc,Marine Scotland,Rockall,2018,-18.45,11.2,18.14,45.7,14.45,1.04,3.16,Haddock,ROCKALL_11,LSMSF
1151_Roc,Marine Scotland,Rockall,2018,-18.85,10.6,17.97,44.64,14.24,0.96,3.13,Haddock,ROCKALL_11,LSMSF
1152_Roc,Marine Scotland,Rockall,2018,-17.92,10.48,18.11,44.71,14.19,1,3.15,Haddock,ROCKALL_07,LSMSF
1153_Roc,Marine Scotland,Rockall,2018,-17.78,10.5,17.77,46.47,14.52,0.99,3.2,Haddock,ROCKALL_07,LSMSF
1154_Roc,Marine Scotland,Rockall,2018,-17.97,10.63,17.96,44.9,14.18,0.95,3.17,Haddock,ROCKALL_07,LSMSF
1155_Roc,Marine Scotland,Rockall,2018,-17.81,10.63,17.44,46.54,14.65,1.02,3.18,Haddock,ROCKALL_07,LSMSF
1156_Roc,Marine Scotland,Rockall,2018,-17.67,10.97,17.71,45.46,14.25,0.98,3.19,Haddock,ROCKALL_07,LSMSF
1157_Roc,Marine Scotland,Rockall,2018,-18.47,9.98,18.22,45.88,14.33,1.03,3.2,Haddock,ROCKALL_09,LSMSF
1158_Roc,Marine Scotland,Rockall,2018,-18.57,10.09,19.04,46.69,14.12,1.05,3.31,Haddock,ROCKALL_09,LSMSF
1159_Roc,Marine Scotland,Rockall,2018,-18.6,9.5,18.18,47.09,14.67,1.02,3.21,Haddock,ROCKALL_09,LSMSF
1160_Roc,Marine Scotland,Rockall,2018,-18.42,10.35,18.9,46.19,14.34,1,3.22,Haddock,ROCKALL_09,LSMSF
1161_Roc,Marine Scotland,Rockall,2018,-18.79,10.35,18.52,46.85,14.54,1.03,3.22,Haddock,ROCKALL_09,LSMSF
1162_Roc,Marine Scotland,Rockall,2018,-18.05,10.78,18.52,46.5,14.56,1,3.19,Haddock,ROCKALL_10,LSMSF
1163_Roc,Marine Scotland,Rockall,2018,-18.75,9.74,18.45,45.07,14.09,0.99,3.2,Haddock,ROCKALL_10,LSMSF
1164_Roc,Marine Scotland,Rockall,2018,-18.26,9.81,18.27,46.48,14.63,1,3.18,Haddock,ROCKALL_10,LSMSF
1165_Roc,Marine Scotland,Rockall,2018,-18.26,10.76,17.8,46.11,14.28,1,3.23,Haddock,ROCKALL_10,LSMSF
1166_Roc,Marine Scotland,Rockall,2018,-18.77,9.59,18.51,45.12,14.15,0.98,3.19,Haddock,ROCKALL_10,LSMSF
1167_Roc,Marine Scotland,Rockall,2018,-19.02,9.94,18.11,48.26,14.71,1.08,3.28,Haddock,ROCKALL_12,LSMSF
1168_Roc,Marine Scotland,Rockall,2018,-18.73,10.26,18.37,46.24,14.52,1.05,3.19,Haddock,ROCKALL_12,LSMSF
1169_Roc,Marine Scotland,Rockall,2018,-18.91,10.72,18.55,45.94,14.1,1.01,3.26,Haddock,ROCKALL_12,LSMSF
1170_Roc,Marine Scotland,Rockall,2018,-18.55,10.54,18.53,45.9,14.2,1.03,3.23,Haddock,ROCKALL_12,LSMSF
1171_Roc,Marine Scotland,Rockall,2018,-18.56,10.98,18.54,45.53,14.24,1.02,3.2,Haddock,ROCKALL_12,LSMSF
1172_Roc,Marine Scotland,Rockall,2018,-18.64,10.07,18.52,46.15,14.21,1,3.25,Haddock,ROCKALL_15,LSMSF
1173_Roc,Marine Scotland,Rockall,2018,-18.03,10.94,18.54,45.53,13.94,0.99,3.27,Haddock,ROCKALL_15,LSMSF
1174_Roc,Marine Scotland,Rockall,2018,-18.52,11.09,18.41,46.34,14.08,1,3.29,Haddock,ROCKALL_15,LSMSF
1175_Roc,Marine Scotland,Rockall,2018,-18.96,9.85,18.16,47.33,14.42,1.01,3.28,Haddock,ROCKALL_15,LSMSF
1176_Roc,Marine Scotland,Rockall,2018,-18.67,10.85,18.39,45.58,13.9,0.99,3.28,Haddock,ROCKALL_15,LSMSF
1177_Roc,Marine Scotland,Rockall,2018,-18.52,10.89,19.24,46.12,14.07,0.97,3.28,Haddock,ROCKALL_01,LSMSF
1178_Roc,Marine Scotland,Rockall,2018,-18.23,11.15,18.61,45.83,14.42,1.06,3.18,Haddock,ROCKALL_01,LSMSF
1179_Roc,Marine Scotland,Rockall,2018,-18.49,10.81,18.81,45.45,14.19,0.98,3.2,Haddock,ROCKALL_01,LSMSF
1180_Roc,Marine Scotland,Rockall,2018,-19.24,11.15,17.63,50.4,14.32,1.04,3.52,Haddock,ROCKALL_01,LSMSF
1181_Roc,Marine Scotland,Rockall,2018,-18.27,11.27,18.82,45.33,14.17,1.04,3.2,Haddock,ROCKALL_01,LSMSF
1182_Roc,Marine Scotland,Rockall,2018,-18.29,10.8,18.25,45.59,14.32,1,3.18,Haddock,ROCKALL_13,LSMSF
1183_Roc,Marine Scotland,Rockall,2018,-18.37,10.57,18.07,45.83,14.49,1.01,3.16,Haddock,ROCKALL_13,LSMSF
1184_Roc,Marine Scotland,Rockall,2018,-18.51,10.64,17.4,46.78,14.71,1.05,3.18,Haddock,ROCKALL_13,LSMSF
1185_Roc,Marine Scotland,Rockall,2018,-18.57,10.35,18.03,46.63,14.74,0.99,3.16,Haddock,ROCKALL_13,LSMSF
