sample_ID,location,filename,position_mm,sample_surface,validity,E.gain,E.offset,F.slope,F.offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Sr,Zr,Pd,Cd,Sn,I,Cs,Sm,Eu,Ta,W,Ir,Pt,Au,Pb,Bi,Rn,Ra,Th,Pa,U,Fe_a_x_2,Fe_a_plus_b,S1,S2,S3,Mo_inc,Mo_coh,Dt
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000010.spe,598,8.48,1,0.010269,-0.010345,0.007663,0.081833,310843,3.23,5,0,4174,14182,10983,6340,187513,13797,635,49,41,7150,5391,6776,4126,5532,0,1645,4616,7016,10014,756,914,2057,415,0,603,813,7029,8791,1069,3800,2175,2212,2358,3146,1938,0,1937,711,1748,2049,0,166,9,1668042,190211,0.398
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000011.spe,598.2,8.48,1,0.010269,-0.010345,0.007663,0.081833,311214,3.17,78,0,4664,15459,11926,5971,201798,13949,628,22,265,6831,5885,6369,3700,5150,0,1949,4475,7923,9078,832,987,2150,390,0,678,1306,7519,8513,985,3650,1954,1647,2064,2675,2449,0,2426,1226,1580,2460,0,297,0,1673127,191069,0.398
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000012.spe,598.4,8.48,1,0.010269,-0.010345,0.007663,0.081833,311022,3.11,8,0,4667,16143,12072,6084,201022,14314,519,132,208,7080,6486,6330,3601,5302,0,2181,5006,7635,9759,759,955,2237,410,0,597,775,7179,8297,821,3130,2157,1756,2326,2713,2672,0,2948,1335,1653,1070,212,0,0,1671610,192166,0.398
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000013.spe,598.6,8.48,1,0.010269,-0.010345,0.007663,0.081833,312414,3.17,105,0,4583,16008,12498,6115,209012,15602,413,29,168,6886,7221,6295,3988,4991,0,2186,4571,8007,9885,616,1055,1929,324,0,648,1111,7274,8159,1013,3259,1875,2305,1939,3098,2299,0,2848,908,1818,1264,0,0,42,1676832,191454,0.399
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000014.spe,598.8,8.48,1,0.010269,-0.010345,0.007663,0.081833,312177,3.16,85,0,4914,16674,12965,6261,209606,14297,497,0,94,6977,6494,6230,4226,5712,0,1603,4463,7132,10350,669,924,2081,302,0,614,745,6866,8238,1058,3958,2065,1641,2299,3114,2939,43,2211,634,749,2308,0,0,0,1670756,192252,0.399
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000015.spe,599,8.48,1,0.010269,-0.010345,0.007663,0.081833,313978,3.16,0,0,4511,16374,12246,6138,203758,13791,527,27,230,6772,6011,6379,3408,5583,503,2379,4873,6546,8819,748,1088,2049,347,0,552,1068,7421,8570,919,3797,2029,1304,3058,2721,1363,0,1616,173,3230,2616,0,0,0,1681990,190423,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000016.spe,599.2,8.48,1,0.010269,-0.010345,0.007663,0.081833,316473,3.2,161,0,4505,15936,12030,5987,203495,17045,491,29,0,7154,6531,6603,5226,5772,0,1949,5060,7214,9133,825,922,2152,393,0,543,1108,7741,8492,888,3661,2762,1774,3128,2972,2682,0,2264,1090,1787,1464,0,0,0,1685489,194405,0.402
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000017.spe,599.4,8.48,1,0.010269,-0.010345,0.007663,0.081833,316313,3.11,93,0,4400,15256,11539,6099,193773,14125,596,60,147,7078,5031,6439,3517,5380,0,1510,5431,7046,9190,788,977,2135,367,0,593,1087,7261,8130,1199,4192,3374,2382,2185,2718,2654,0,1663,1034,1647,1186,0,205,0,1686918,193043,0.402
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000018.spe,599.6,8.48,1,0.010269,-0.010345,0.007663,0.081833,314224,3.23,203,0,4450,15174,11772,5902,196127,14703,483,26,151,7237,5815,6389,3634,4850,812,2301,4848,6670,9663,843,998,2005,394,0,532,952,7435,8093,1537,3521,2060,525,2482,2987,2222,0,2266,890,3989,964,250,0,0,1675210,193434,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000019.spe,599.8,8.48,1,0.010269,-0.010345,0.007663,0.081833,315187,3.19,124,0,4905,16329,12623,6012,209570,14786,395,32,303,6879,5216,6317,2923,4746,297,2473,5393,6917,9267,831,1071,2207,440,0,499,1361,7345,7872,1357,4001,2946,1306,2682,3424,2862,0,1966,818,2949,1787,0,0,92,1672598,191216,0.401
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000020.spe,600,8.48,1,0.010269,-0.010345,0.007663,0.081833,315734,3.18,267,0,4649,16221,12377,5992,206170,15561,609,48,95,7259,5298,6279,3157,5190,656,2438,4939,6937,8958,819,986,2255,381,0,454,855,7724,7977,748,3548,2750,1199,2700,3156,1783,0,1527,921,3237,1923,0,0,0,1677518,192172,0.401
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000021.spe,600.2,8.48,1,0.010269,-0.010345,0.007663,0.081833,314988,3.13,274,0,4689,15574,11600,5955,191662,14755,453,0,85,7221,5622,6267,3587,5562,0,2018,5203,6710,9900,843,1023,1980,378,0,535,548,7448,8557,1000,3971,3171,3042,3142,3557,2899,0,1778,2139,1603,1618,0,0,0,1677398,192348,0.401
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000022.spe,600.4,8.48,1,0.010269,-0.010345,0.007663,0.081833,313887,3.12,296,0,4184,14395,11127,6120,187914,14695,572,0,31,6890,5334,6205,3824,5874,0,1385,5183,6969,8788,778,969,2039,343,0,591,1072,7309,8610,855,4096,2432,1877,2570,2072,1460,0,1609,664,2181,2216,0,0,278,1673572,192529,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000023.spe,600.6,8.48,1,0.010269,-0.010345,0.007663,0.081833,314193,3.23,224,0,4780,15926,12381,6022,203496,15639,466,0,44,7154,5692,6433,3591,5788,0,2101,5483,6811,9698,761,967,2197,358,0,495,897,7632,7836,849,3781,3367,1820,2189,2706,1824,0,2325,0,1881,1776,0,0,406,1671531,190757,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000024.spe,600.8,8.48,1,0.010269,-0.010345,0.007663,0.081833,314576,3.03,137,0,4698,16109,11919,5871,201318,14161,679,83,146,7224,5346,6419,3044,5285,0,2301,5382,6495,9600,975,962,2226,411,37,547,717,7745,7740,688,4132,3023,3042,3000,3155,2344,0,1606,1302,1823,1426,0,92,0,1670484,192559,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000025.spe,601,8.47,1,0.010269,-0.010345,0.007663,0.081833,315991,3.12,273,0,4632,15439,11953,6007,192474,13835,626,64,10,7296,5236,6228,3786,5156,0,2184,5359,6448,10198,911,1012,2187,409,0,453,795,7221,7994,1561,4396,2612,2039,2533,3872,2409,0,1754,857,3214,2327,0,0,0,1679219,192955,0.401
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000026.spe,601.2,8.47,1,0.010269,-0.010345,0.007663,0.081833,314393,3.18,34,0,4081,14129,10735,5837,182343,14656,569,47,37,7325,5376,6304,3998,5324,0,1873,5348,6583,9268,914,997,2097,457,0,309,794,6961,8659,979,4745,3011,2309,2521,3252,2725,0,1674,269,1589,1668,0,0,0,1676392,193256,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000027.spe,601.4,8.47,1,0.010269,-0.010345,0.007663,0.081833,314234,3.13,101,0,3911,13936,10845,5589,180210,14019,641,225,0,7775,5074,6340,3772,5665,0,2219,5549,6797,9697,943,1082,2162,406,0,410,419,7225,8099,828,4247,3173,1843,4403,2600,1871,0,1084,1192,3272,1796,200,85,0,1670222,190442,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000028.spe,601.6,8.47,1,0.010269,-0.010345,0.007663,0.081833,313852,3.24,0,0,4069,13908,11082,5743,182449,14621,619,166,53,7757,5617,6062,3053,5713,85,2211,5653,7578,9675,976,1020,2259,423,32,578,998,7468,8154,847,4056,3049,1834,2798,3676,1910,0,2103,1422,2652,2106,91,0,0,1670411,191451,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000029.spe,601.8,8.47,1,0.010269,-0.010345,0.007663,0.081833,313967,3.17,60,0,4166,14245,11254,5830,185579,15116,653,0,57,7991,5388,6594,3303,5368,42,1580,5347,6730,9155,709,956,1935,412,0,502,913,7163,8149,788,4081,2627,1648,2257,3163,2201,0,1459,0,1972,2473,286,0,0,1676412,192549,0.4
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000030.spe,602,8.47,1,0.010269,-0.010345,0.007663,0.081833,316590,3.22,86,0,4426,15245,12048,5856,193844,15968,585,43,197,8250,5571,6270,3582,4960,454,2418,5576,6465,9499,753,966,2264,434,0,711,670,7622,8407,819,4032,2652,1634,2775,3444,2880,0,639,225,2258,1300,0,0,0,1679148,193076,0.402
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000031.spe,602.2,8.47,1,0.010269,-0.010345,0.007663,0.081833,315853,3.22,163,0,4787,16332,12953,5826,202171,16567,457,108,190,8348,5903,6466,3189,5398,0,2244,5244,5960,9896,869,884,2207,439,0,655,1013,7973,8371,880,3459,3024,1812,2071,2924,1609,0,2267,1014,1560,1396,157,117,0,1675159,192362,0.401
181,North,E:\FISH 2020\FISH Final measurements\16032021_2\0181\XRF data\L000032.spe,602.4,8.47,1,0.010269,-0.010345,0.007663,0.081833,314464,3.11,124,0,5106,16300,12871,5911,202125,17193,493,0,152,8491,6141,6486,3697,5215,0,1886,5171,6508,10465,738,946,2156,344,0,634,920,6724,8357,1220,4191,2932,2399,3231,3610,2709,0,1017,1064,1787,1913,62,210,108,1672114,191477,0.4
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000011.spe,485.2,8.37,1,0.01027,-0.009969,0.007613,0.081491,290642,3.2,220,0,3777,13446,11255,4915,181294,9964,458,0,72,4507,4258,6477,3276,5003,0,2459,5338,6655,8601,778,986,2230,232,0,560,737,6690,7607,319,2412,979,1503,2207,1866,1805,0,1682,363,2271,2795,0,69,237,1605568,184932,0.385
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000012.spe,485.4,8.38,1,0.01027,-0.009969,0.007613,0.081491,291298,3.27,178,0,4635,15926,12667,4996,197311,10653,391,54,102,4379,4483,6126,2876,5131,0,1552,5015,7230,7777,807,810,2238,176,0,597,733,6985,7195,481,3046,1829,2873,2437,2630,1993,0,1777,1734,2507,1490,0,103,453,1611212,183942,0.385
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000013.spe,485.6,8.38,1,0.01027,-0.009969,0.007613,0.081491,290958,3.52,196,0,4708,16037,12746,4959,198925,10453,414,90,92,4152,4334,6220,3497,4969,0,2128,4848,6906,7676,767,988,2202,114,16,514,1113,6390,7218,223,2514,1429,2955,2006,2536,2151,934,3655,1010,1273,2426,0,77,216,1608990,183602,0.385
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000014.spe,485.8,8.38,1,0.01027,-0.009969,0.007613,0.081491,291280,3.17,198,0,4771,16381,12668,4934,203724,10608,316,0,215,4329,4118,6095,3128,5067,0,1696,5297,7078,8606,773,800,2281,146,0,613,872,6493,7499,257,2421,1660,2544,1965,2997,2832,702,2611,2134,1686,2939,172,399,76,1613533,183867,0.385
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000015.spe,486,8.38,1,0.01027,-0.009969,0.007613,0.081491,291797,3.95,142,0,4974,17564,13386,5132,211274,10179,269,0,54,4347,4000,5879,3422,4990,0,2189,5122,6949,7320,780,873,2283,161,0,583,1106,6521,7721,131,2140,1144,2515,2170,3536,2294,603,3169,799,3193,2229,0,292,155,1617699,183024,0.386
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000016.spe,486.2,8.38,1,0.01027,-0.009969,0.007613,0.081491,288501,9.02,0,0,5159,18773,14260,5078,216849,10410,319,0,350,4401,4111,6309,2949,5088,0,1943,5184,7186,7676,750,783,2319,94,0,720,1050,6793,7283,365,2133,1468,2432,1049,2677,2870,1429,2701,2253,2483,952,180,53,211,1604559,182940,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000017.spe,486.4,8.39,1,0.01027,-0.009969,0.007613,0.081491,283636,3.48,183,0,5007,16329,12453,5598,189883,9311,222,57,248,4042,3422,6216,2906,5257,0,1641,5113,7004,7894,593,836,2020,137,14,556,858,6298,7258,444,1681,1194,2357,1601,2000,900,640,2067,622,1029,2597,0,0,221,1599042,182310,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000018.spe,486.6,8.39,1,0.01027,-0.009969,0.007613,0.081491,282549,3.41,66,0,3906,14145,11018,5235,173450,8790,311,40,17,4053,3515,6151,3149,4739,0,1669,4529,6725,8042,706,688,1926,173,0,507,643,6501,6693,32,2153,1046,2641,1605,3098,2136,0,2273,1880,1882,1314,0,44,35,1602818,182155,0.38
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000019.spe,486.8,8.39,1,0.01027,-0.009969,0.007613,0.081491,280650,3.18,57,0,3810,13933,10985,5543,170680,8706,342,0,107,3894,3214,6396,3190,5022,0,1926,5349,6562,8166,596,744,1809,191,11,510,780,6313,7807,204,2522,897,2114,1564,2704,1638,182,2662,2025,1728,858,0,0,176,1598629,181704,0.379
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000020.spe,487,8.39,1,0.01027,-0.009969,0.007613,0.081491,283986,4.28,141,0,4478,15481,11994,5115,189149,9391,290,21,193,4017,3284,6471,3207,4942,0,1542,4599,7483,7156,801,879,2014,177,0,539,903,6592,7220,0,2722,1317,3358,1990,2627,1665,82,2576,1599,1880,1067,0,0,325,1597434,180626,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000021.spe,487.2,8.39,1,0.01027,-0.009969,0.007613,0.081491,287493,3.71,240,0,4899,17391,13151,5346,207555,9694,332,0,162,4064,3428,6173,3712,4977,0,1423,5332,7332,8359,642,839,2209,216,0,652,887,6628,7333,421,2849,1252,2611,2298,3072,1456,359,2766,1270,2290,2343,71,88,170,1607043,181956,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000022.spe,487.4,8.39,1,0.01027,-0.009969,0.007613,0.081491,288189,3.25,39,0,4696,17071,12889,5206,207369,9350,336,0,26,3942,3688,6115,3277,5003,0,1830,4883,6067,8191,782,962,1992,150,0,563,936,6584,7421,187,1989,1075,2190,1942,3202,2514,0,2853,1074,2570,2299,23,255,158,1610311,183057,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000023.spe,487.6,8.39,1,0.01027,-0.009969,0.007613,0.081491,288103,5.22,182,0,4639,17186,12841,5239,207365,9504,298,0,150,4077,3708,6347,3944,5096,0,1801,5318,6981,8050,770,946,2159,168,0,652,788,6625,7338,179,2132,1375,3086,2085,2938,2983,914,4328,2088,2076,1827,0,408,357,1613365,183249,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000024.spe,487.8,8.39,1,0.01027,-0.009969,0.007613,0.081491,288751,3.57,221,0,5018,17747,13277,5369,217094,9809,227,17,250,3747,3535,6194,3472,4930,0,1960,5294,6840,8237,717,926,2272,166,0,654,1202,6591,7579,478,1822,1055,1909,2132,3090,2310,0,2865,1233,2130,2930,0,252,319,1608583,182350,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000025.spe,488,8.39,1,0.01027,-0.009969,0.007613,0.081491,287690,3.37,99,0,4244,16536,12375,5588,204846,8991,193,8,138,4024,3761,6444,3276,5100,0,1768,5436,6728,8098,619,956,2159,128,0,605,786,6864,7509,609,2126,1207,2530,1198,3416,2409,0,2107,1710,1655,2238,0,0,366,1610896,181857,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000026.spe,488.2,8.4,1,0.01027,-0.009969,0.007613,0.081491,287135,3.31,217,0,4592,16407,12530,5220,204365,9552,333,0,312,4108,3422,6116,3354,4862,0,1712,5275,7000,8506,697,943,2136,102,10,698,709,6444,7569,301,1869,1157,2328,2265,2791,1862,0,2735,1729,1404,1990,78,222,0,1611910,184187,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000027.spe,488.4,8.4,1,0.01027,-0.009969,0.007613,0.081491,288401,3.32,234,0,4784,17549,13347,5305,207510,9216,399,0,32,3943,3598,6364,3564,5268,0,2075,5253,7507,7779,717,883,2314,61,0,511,919,6326,7597,408,2981,1091,2569,2139,2702,2571,0,2695,2910,2595,2145,13,37,303,1616779,184262,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000028.spe,488.6,8.4,1,0.01027,-0.009969,0.007613,0.081491,287066,3.19,167,0,4187,15162,11441,5464,185319,8815,360,12,0,3915,4189,6308,3170,4857,0,2242,5181,7016,7839,670,912,2009,148,0,665,899,6897,7511,86,1944,590,2712,1657,3169,1926,0,2350,1507,1371,1914,0,152,301,1615236,184017,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000029.spe,488.8,8.4,1,0.01027,-0.009969,0.007613,0.081491,286397,3.27,208,0,4092,14923,11340,5650,185732,8823,338,56,134,3707,3507,6277,4285,5570,0,1291,5332,7544,8818,615,871,2082,164,0,509,974,6464,7577,128,2422,903,1790,1899,2207,2157,159,3126,2548,2472,1844,83,142,150,1616861,183812,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000030.spe,489,8.4,1,0.01027,-0.009969,0.007613,0.081491,287807,3.41,242,0,4171,14744,11495,5438,191285,8688,347,75,140,4173,4022,6556,3393,5572,0,1728,5366,7070,8755,725,929,2127,187,0,583,668,6350,7582,833,2580,436,1102,937,1946,1838,534,3464,1935,2500,1606,124,240,19,1614607,184393,0.384
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000031.spe,489.2,8.4,1,0.01027,-0.009969,0.007613,0.081491,287403,3.19,153,0,4812,17056,12930,5386,211516,9616,278,0,209,3937,4142,6252,3204,4977,0,1258,5691,7285,8473,664,840,2157,140,0,602,787,6387,7129,0,2141,599,2841,1237,2251,2286,895,2685,1607,1753,2183,305,266,0,1606105,183372,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000032.spe,489.4,8.4,1,0.01027,-0.009969,0.007613,0.081491,287093,3.36,208,0,4583,16568,12746,5688,208665,9871,210,0,82,3856,4165,6475,3783,5009,0,989,5149,7302,8522,628,769,2093,164,0,737,900,6520,7714,511,2249,977,2227,1049,2662,2634,996,3353,2447,2217,714,55,227,180,1608489,183317,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000033.spe,489.6,8.41,1,0.01027,-0.009969,0.007613,0.081491,287049,3.85,36,0,4689,17543,13136,5565,210106,9381,281,0,294,3857,3518,6443,3327,5640,0,1759,6231,7028,7667,691,898,2163,137,0,698,1205,6341,7112,157,2147,1120,2539,1642,3325,3381,650,2997,1411,3054,3172,0,355,216,1611596,182763,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000034.spe,489.8,8.41,1,0.01027,-0.009969,0.007613,0.081491,286680,3.7,254,0,5275,19199,14038,5745,221435,10025,289,20,227,3978,3670,6159,3282,4867,0,1141,6012,7489,8848,647,856,2294,27,0,766,980,6450,7479,0,1869,1004,3399,1965,2862,2268,278,3273,1530,2207,2320,0,465,731,1605040,182072,0.382
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000035.spe,490,8.41,1,0.01027,-0.009969,0.007613,0.081491,284288,3.43,91,0,4381,16798,12360,5733,200967,9294,270,0,215,3841,3733,6482,3589,5275,0,1409,5891,7049,8508,760,731,1986,124,0,656,556,6395,7310,95,1657,491,2128,1219,3084,1813,1697,2201,1843,1369,2423,133,0,210,1606620,181360,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000036.spe,490.2,8.41,1,0.01027,-0.009969,0.007613,0.081491,283044,3.4,99,0,4115,15481,11448,5788,187927,8286,388,52,48,3698,3881,6492,3590,5214,0,1094,5920,7319,8839,733,748,2126,153,5,588,699,6192,7232,338,1835,177,2527,615,2663,2263,2061,3000,1704,1282,2610,0,0,0,1604032,183585,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000037.spe,490.4,8.41,1,0.01027,-0.009969,0.007613,0.081491,283357,4.1,263,0,4025,14727,10992,5671,179131,8401,344,0,128,3523,3886,6309,3415,5523,0,1753,5727,7605,8985,675,672,1865,220,0,605,704,5941,7900,364,2471,228,2574,1402,2969,2432,1230,3695,1291,1755,2292,0,80,110,1614290,183268,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000038.spe,490.6,8.41,1,0.01027,-0.009969,0.007613,0.081491,283541,3.21,188,0,4169,15224,11506,5882,186797,8808,348,52,153,3701,4141,6534,3771,5748,0,1329,5491,7323,7742,639,837,2009,154,0,598,819,6159,7173,257,1598,839,2591,860,2429,2331,2016,3433,1814,1943,1850,148,0,120,1608105,183081,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000039.spe,490.8,8.41,1,0.01027,-0.009969,0.007613,0.081491,283169,3.51,305,0,4333,15985,11762,5725,189213,8593,306,0,172,3678,4789,6401,3049,5892,0,1355,5838,8145,8146,677,823,1919,124,0,630,649,6447,7484,0,1769,384,3311,1751,2303,2032,432,2236,1209,1489,1876,84,109,0,1608932,183953,0.381
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000040.spe,491,8.41,1,0.01027,-0.009969,0.007613,0.081491,283959,3.53,209,0,3910,14985,11116,5773,183079,8371,371,0,141,3564,3518,6572,3582,5368,0,1841,6226,6979,8014,687,896,1874,108,0,469,811,6842,7721,160,2002,227,2364,1654,2497,1211,0,2695,1865,1380,1374,0,258,0,1606801,182659,0.382
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000041.spe,491.2,8.41,1,0.01027,-0.009969,0.007613,0.081491,285167,4.76,173,0,3894,14550,11131,5703,182541,8349,412,83,137,3481,3890,6545,3254,5085,0,1442,5746,6846,7849,709,897,2187,181,45,621,979,6859,7589,611,1338,514,1916,783,2505,2586,0,2179,1341,1686,2003,225,107,55,1607768,183514,0.382
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000042.spe,491.4,8.41,1,0.01027,-0.009969,0.007613,0.081491,286582,3.35,129,0,4145,14833,11420,5692,187570,15941,212,0,106,3961,3916,6618,3486,5330,0,1334,6942,7526,8757,670,794,1954,171,0,465,975,6583,7299,593,2236,808,2789,1305,3281,2304,123,2663,2720,2445,2081,0,290,391,1613443,182260,0.383
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000043.spe,491.6,8.42,1,0.01027,-0.009969,0.007613,0.081491,289346,6.77,219,0,5215,17877,13508,5768,216596,16821,313,0,345,3940,3997,6469,3424,5613,0,1370,6443,7473,8265,673,913,2224,63,0,587,1267,6557,7167,0,2076,1069,2987,1899,2818,2717,1255,3267,1956,1856,2080,206,389,157,1611803,183361,0.384
182,North,E:\FISH 2020\FISH Final measurements\16032021_2\0182\XRF data\L000044.spe,491.8,8.42,1,0.01027,-0.009969,0.007613,0.081491,291269,3.68,364,0,4680,17276,13381,5803,216509,10874,244,0,416,3923,4392,6432,4138,5531,0,1943,6879,7231,8744,672,910,2266,89,0,773,1109,6485,7044,0,1818,879,2650,1764,2733,2305,314,3108,2090,2189,2169,150,466,87,1620258,184265,0.386
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000010.spe,373,8.24,1,0.010267,-0.009387,0.007642,0.082062,238024,2.96,172,0,4429,15207,9756,6396,213300,8279,404,128,206,3515,5183,5304,2991,5376,1639,3541,5814,3398,6245,688,890,2251,187,12,631,834,5629,6674,67,2041,1872,4253,2641,4032,2735,800,3185,2772,3083,2626,0,0,267,1370158,155611,0.341
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000011.spe,373.2,8.24,1,0.010267,-0.009387,0.007642,0.082062,240539,3.06,33,0,4525,15650,9870,6397,221042,8748,372,47,318,3236,5820,5466,2699,5252,2551,2645,5732,3809,6940,727,978,2126,168,7,509,1135,6002,6887,647,2044,1773,3439,2400,3758,2486,455,3477,2599,3426,2113,0,219,0,1376671,155792,0.343
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000012.spe,373.4,8.25,1,0.010267,-0.009387,0.007642,0.082062,241130,3.09,0,0,4118,14547,9396,6614,216327,8726,327,0,397,3275,5640,5133,3258,5492,2532,2982,5375,3652,7052,667,825,2096,221,0,594,1055,5910,6558,538,2655,2283,4275,2537,3875,2335,1273,3928,2567,3638,2930,20,212,0,1372326,155766,0.344
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000013.spe,373.6,8.25,1,0.010267,-0.009387,0.007642,0.082062,239845,2.96,73,0,3928,13830,8653,6384,204493,8337,259,0,448,3251,5086,5506,3179,5220,2165,2682,5747,3696,7493,693,769,2140,99,0,645,1038,5555,6725,239,2432,1223,3641,2583,4405,3474,1285,3588,2932,3585,3405,0,158,71,1374737,155848,0.343
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000014.spe,373.8,8.25,1,0.010267,-0.009387,0.007642,0.082062,240607,3.04,145,0,4527,15418,9510,6413,225217,8886,270,0,277,3340,5369,5476,2963,5506,2330,2923,5218,4033,6620,700,917,2210,174,0,609,876,5859,6960,63,1941,1297,3621,2166,4335,2887,1728,3778,2533,3503,2554,195,66,124,1374717,156665,0.343
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000015.spe,374,8.25,1,0.010267,-0.009387,0.007642,0.082062,238684,2.99,199,0,4759,16496,10340,6572,230898,9084,254,51,349,3248,5673,5411,2861,5189,2436,2666,6180,3938,7365,528,875,2156,224,41,700,821,5554,6173,58,1793,1872,4173,2751,3679,2725,1391,4137,2207,3902,2646,280,99,0,1368954,154886,0.342
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000016.spe,374.2,8.25,1,0.010267,-0.009387,0.007642,0.082062,240194,3.05,158,0,5146,18177,11175,6308,242991,9228,205,115,334,3231,5139,5225,3104,5351,2391,2844,5745,3541,7054,645,847,2149,109,0,565,1024,5638,6651,290,2076,1409,3753,2993,4101,2756,1112,3088,3413,3256,2673,0,117,435,1374768,155154,0.343
269,North,E:\FISH 2020\FISH Final measurements\16032021_2\0269\XRF data\L000017.spe,374.4,8.25,1,0.010267,-0.009387,0.007642,0.082062,239363,3.04,10,0,4596,16332,10320,6480,223211,9074,333,7,340,3285,4403,5071,3032,5324,2076,2517,6191,3642,6799,572,916,2017,163,0,596,807,5630,6664,0,1974,1301,3803,2489,4009,3030,551,4261,2776,3587,1504,0,0,0,1377344,156400,0.343
