sample_ID,location,filename,position_mm,sample_surface,validity,E.gain,E.offset,F.slope,F.offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Sr,Zr,Pd,Cd,Sn,I,Cs,Sm,Eu,Ta,W,Ir,Pt,Au,Pb,Bi,Rn,Ra,Th,Pa,U,Fe_a_x_2,Fe_a_plus_b,S1,S2,S3,Mo_inc,Mo_coh,Dt
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000012.spe,946.4,7.71,1,0.010268,-0.009799,0.01059,0.070016,268834,3.39,223,0,3897,12919,8566,5066,191106,8473,618,877,24,3066,5788,5530,2780,7071,903,3143,7453,1970,10521,338,140,2585,383,122,0,274,5071,6649,2501,3651,3005,3407,2656,3871,3339,0,2141,1531,3327,1687,0,0,0,1479591,188591,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000013.spe,946.6,7.71,1,0.010268,-0.009799,0.01059,0.070016,271660,3.22,97,0,3769,12442,8044,4810,185909,8274,693,756,0,3401,5948,5501,3197,6760,878,3280,7098,1903,10714,298,185,2753,413,141,0,0,4757,6104,2596,3821,3131,3667,3556,4576,3956,0,3553,2417,4294,1049,0,0,0,1496052,190221,0.368
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000014.spe,946.8,7.71,1,0.010268,-0.009799,0.01059,0.070016,272356,3.18,207,0,4046,13313,8655,4710,199762,8682,614,1168,0,3216,6228,5333,2569,5880,711,3760,7779,1992,10223,439,135,2890,440,148,127,436,5403,5915,2381,2849,3343,4251,2902,4752,3748,704,3340,2130,3582,1728,0,0,0,1492426,189823,0.368
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000015.spe,947,7.72,1,0.010268,-0.009799,0.01059,0.070016,271435,3.25,207,0,4641,15107,9718,4679,219464,9744,496,946,112,3559,6087,5864,3458,6826,555,3488,7941,1480,9785,206,90,2936,395,81,152,157,4914,6120,1892,2432,2337,3627,2454,4089,3664,787,3285,2127,2098,1694,48,0,0,1483247,188257,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000016.spe,947.2,7.72,1,0.010268,-0.009799,0.01059,0.070016,270530,3.18,133,0,4500,14662,9549,4664,215856,9267,744,993,237,3104,5812,5987,3140,7939,190,3443,9560,2299,11389,336,48,2833,448,128,257,596,5119,6152,2260,3124,2561,4518,2620,4392,3238,114,4241,2793,3636,747,0,0,74,1480296,187745,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000017.spe,947.4,7.72,1,0.010268,-0.009799,0.01059,0.070016,272211,3.21,149,0,5077,17376,10985,4571,245501,10078,501,889,364,3274,7624,5857,3113,8176,236,3879,9826,1666,10577,195,23,3017,414,124,244,397,5622,6703,1250,2097,1624,4402,3112,3834,3479,524,3520,2133,3003,2094,290,180,0,1475909,188760,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000018.spe,947.6,7.72,1,0.010268,-0.009799,0.01059,0.070016,274787,3.21,24,0,6040,19337,12353,4566,271751,10949,453,870,384,3235,7523,5755,2855,8451,632,3611,9908,2007,10928,87,0,3336,256,116,389,669,5476,6714,2232,2324,1691,3903,2387,4023,3672,632,3957,1904,4344,2288,372,112,0,1484580,188202,0.368
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000019.spe,947.8,7.72,1,0.010268,-0.009799,0.01059,0.070016,272580,3.35,128,0,6259,19822,12066,4706,274347,10929,578,638,224,3181,6601,5859,3565,8689,874,4025,8663,2411,10305,78,0,3009,274,66,436,465,5438,6423,1501,2772,1469,3579,1667,4295,3574,1272,2570,2637,2727,1419,400,296,0,1478331,187953,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000020.spe,948,7.72,1,0.010268,-0.009799,0.01059,0.070016,271478,3.37,160,0,5844,18214,11340,4923,259815,10455,522,595,417,3210,6292,5941,2776,7895,652,3630,8333,1985,10565,101,0,3178,257,109,277,339,5187,5718,2332,2521,2589,3576,1982,3854,3569,489,3018,1950,2590,2423,250,96,0,1477969,187261,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000021.spe,948.2,7.72,1,0.010268,-0.009799,0.01059,0.070016,273167,3.38,290,0,5796,18720,11592,4909,262327,10468,407,546,250,3329,6723,5995,2929,7106,1508,3122,7671,1832,10249,96,0,3144,357,113,323,314,5426,6484,2406,2925,1917,2863,2736,3544,3635,0,2148,3031,3541,2112,0,344,120,1486710,188481,0.368
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000022.spe,948.4,7.72,1,0.010268,-0.009799,0.01059,0.070016,271312,3.23,238,0,5799,18714,11671,5152,262795,10343,503,760,306,2939,6517,5662,3004,7145,510,3655,6975,3078,10098,69,0,3156,284,42,323,574,5301,6558,1990,2149,1861,4209,2043,4027,3607,970,2602,2302,2695,2645,88,134,0,1478283,186527,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000023.spe,948.6,7.72,1,0.010268,-0.009799,0.01059,0.070016,268954,3.13,78,0,5018,17620,10858,5128,240138,9669,609,849,186,3058,7055,5593,3102,6522,1960,3106,6499,1877,10079,145,64,2898,367,69,330,343,4922,5915,1530,3030,1827,2183,2181,4149,3837,65,2980,3145,4492,1689,30,0,0,1479881,187698,0.365
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000024.spe,948.8,7.73,1,0.010268,-0.009799,0.01059,0.070016,269588,3.21,241,0,5177,17074,10718,5052,240061,9536,531,700,307,2881,7202,5777,2874,5869,938,3254,6908,2770,11404,168,0,2846,236,99,244,425,5192,6291,2065,3209,2309,3648,2207,4332,4043,433,4100,2717,4100,1670,42,159,0,1481951,187990,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000025.spe,949,7.73,1,0.010268,-0.009799,0.01059,0.070016,268534,3.06,119,0,4650,14970,9564,4963,215489,8685,508,772,204,2783,7825,5707,2697,5983,1059,3023,6679,2947,10757,255,0,2887,313,75,79,361,5777,5782,2224,2928,2638,3186,1965,3520,3842,0,3410,2593,3550,1227,0,133,0,1488743,188721,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000026.spe,949.2,7.73,1,0.010268,-0.009799,0.01059,0.070016,268824,3.05,137,0,4188,14385,9050,5057,212704,8522,528,873,117,2896,7028,6063,2892,5816,1679,2287,6610,2275,10829,262,59,2748,344,63,216,133,5180,6055,2704,3234,2928,3075,1006,2641,3040,1052,2301,2390,2432,2095,305,105,0,1489865,188591,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000027.spe,949.4,7.73,1,0.010268,-0.009799,0.01059,0.070016,269755,3.12,132,0,4477,15630,9696,5070,232023,9188,597,898,317,3025,7705,5860,3110,5447,1602,3360,6821,2258,10540,195,70,2964,315,149,333,430,5493,5631,2195,2592,2338,2346,1725,3299,3954,1162,4312,2379,3067,962,0,85,63,1479901,187211,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000028.spe,949.6,7.73,1,0.010268,-0.009799,0.01059,0.070016,270938,3.25,93,0,4862,17396,10667,4782,248311,9547,617,773,182,2772,6133,5808,3025,5967,1120,3503,6892,1874,10735,227,0,3017,356,76,320,540,4912,6565,1962,2882,2345,3662,2420,4463,3203,0,3207,2732,3400,1292,171,93,0,1478076,187692,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000029.spe,949.8,7.72,1,0.010268,-0.009799,0.01059,0.070016,269991,3.33,201,0,5054,17141,10431,4858,241998,8895,585,1040,221,2890,6465,5415,2276,5871,884,3951,7615,2482,10301,179,0,3177,265,52,364,415,5799,6095,1883,2967,2906,3967,2608,4557,3426,1286,4556,2810,3011,2314,0,16,0,1482002,187206,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000030.spe,950,7.72,1,0.010268,-0.009799,0.01059,0.070016,268538,3.22,165,0,4854,16784,10315,4934,235224,9087,549,1151,393,3008,8220,5569,2382,5898,1841,2979,7002,2122,10548,224,22,2956,357,114,109,49,4785,5865,1897,3111,2694,2727,2214,3748,3149,497,2972,1554,3101,2097,0,0,0,1472320,185789,0.365
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000031.spe,950.2,7.72,1,0.010268,-0.009799,0.01059,0.070016,269112,3.18,87,0,5038,17276,10369,5040,233643,9694,600,1285,269,2691,8055,5488,2575,6366,561,4105,7126,1994,10635,206,72,2961,428,81,116,477,4870,5660,2448,3455,3296,4165,2853,4714,4728,814,3765,3205,3702,2259,0,0,0,1480593,186788,0.365
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000032.spe,950.4,7.72,1,0.010268,-0.009799,0.01059,0.070016,270768,3.2,5,0,5185,17183,10777,5040,240026,9981,683,1123,77,2854,5939,5801,3273,6293,1288,3521,7467,2778,10677,146,69,3120,359,112,152,570,4969,5989,2107,3358,3087,3689,2819,4050,4085,1450,2482,1477,3364,2425,0,0,0,1474169,188068,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000033.spe,950.6,7.72,1,0.010268,-0.009799,0.01059,0.070016,270361,3.19,246,0,4895,15863,10007,4953,225384,10095,652,1148,285,3017,7560,5512,3493,6074,1496,3737,7408,2345,11117,331,92,3106,415,81,101,249,4945,6034,1478,3159,3232,3559,3048,3848,3866,0,3086,2059,3562,2459,0,0,0,1476928,187337,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000034.spe,950.8,7.72,1,0.010268,-0.009799,0.01059,0.070016,270984,3.27,121,0,4103,14201,9067,4841,210425,9965,635,1228,154,2749,8046,5468,2666,6294,786,3732,7672,1695,11097,262,124,3079,360,88,62,461,5205,6406,2196,3236,2819,4751,2759,4111,3308,0,3400,2896,3088,1357,0,0,0,1479418,187119,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000035.spe,951,7.72,1,0.010268,-0.009799,0.01059,0.070016,271104,3.18,377,0,4026,14354,9164,4761,220143,11979,525,1724,64,3037,7665,5403,3036,6326,497,3772,7106,2292,11128,270,0,3032,377,87,53,320,5158,5979,1887,2500,2263,5025,2365,5045,4469,834,4061,3492,3397,1297,0,0,0,1478321,189018,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000036.spe,951.2,7.72,1,0.010268,-0.009799,0.01059,0.070016,269523,3.23,180,0,4077,13980,8920,4851,205663,10144,665,2238,146,3274,7474,5489,2367,5967,1235,3328,7173,1769,11268,302,124,2915,349,129,82,111,5516,6283,1937,3086,2928,3608,2603,4696,3939,610,2813,3336,2865,1184,0,0,0,1475069,186685,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000037.spe,951.4,7.72,1,0.010268,-0.009799,0.01059,0.070016,269461,3.01,209,0,4084,14320,9053,4737,208461,9055,631,1855,173,2915,9787,5882,2887,7618,1362,3230,6199,2675,10429,206,227,2952,311,168,96,519,4810,6310,2267,3246,2265,3218,2419,4424,3278,0,3095,2310,3090,1798,77,67,0,1477375,186708,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000038.spe,951.6,7.72,1,0.010268,-0.009799,0.01059,0.070016,271692,3.15,130,0,4195,14882,9456,4680,226773,9439,565,1352,311,3149,7867,5818,3437,6142,1386,3606,7567,2506,10637,322,0,2917,360,0,87,310,5183,6299,1730,3091,2459,3397,3113,4058,3505,236,2028,2462,3151,2199,27,197,0,1481512,187094,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000039.spe,951.8,7.72,1,0.010268,-0.009799,0.01059,0.070016,272670,3.33,105,0,4755,15863,10040,4359,236808,9691,630,1265,158,3376,9551,5601,3147,6310,633,3688,7638,2195,10723,320,0,3132,263,126,46,357,5204,6316,1324,2738,2804,4223,3605,4337,3856,0,2487,2335,2919,2250,608,0,0,1483899,188986,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000040.spe,952,7.72,1,0.010268,-0.009799,0.01059,0.070016,272074,3.18,91,0,4858,16670,10692,4377,236659,9473,543,1581,281,3002,7606,6067,3236,8183,1084,4012,7095,2337,10678,245,0,2996,391,68,330,793,5393,6528,2344,2914,2334,3094,2767,4073,3194,593,3350,2550,3181,727,81,0,0,1480394,188784,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000041.spe,952.2,7.72,1,0.010268,-0.009799,0.01059,0.070016,270810,3.24,28,0,5317,17609,11115,4770,236864,9389,496,1964,24,3524,6476,5831,3168,6096,752,3560,6896,2379,10919,180,53,3090,332,109,252,178,5093,6109,1685,2652,2347,3488,2957,3522,2903,340,2801,3292,4267,1707,131,234,0,1475058,186390,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000042.spe,952.4,7.72,1,0.010268,-0.009799,0.01059,0.070016,270289,3.08,103,0,4852,15465,9772,4676,215039,8983,508,2420,0,3399,6923,6010,2596,6001,962,4003,6961,3357,10204,281,77,2871,416,59,89,118,5212,5852,2424,2922,3432,3709,2651,4841,4773,1226,3936,2738,4650,776,174,0,0,1477913,187012,0.366
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000043.spe,952.6,7.72,1,0.010268,-0.009799,0.01059,0.070016,266807,3.05,150,0,4035,12935,8372,4673,193742,9508,567,3063,0,3247,8291,5732,2896,5484,1721,3614,7164,1536,9951,307,125,2668,359,36,13,150,5280,5826,1632,3499,3530,3465,2921,4452,3880,1012,3677,2634,4184,777,21,0,0,1472084,186414,0.364
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000044.spe,952.8,7.72,1,0.010268,-0.009799,0.01059,0.070016,267866,3.21,323,0,3624,12445,8528,4454,198439,8830,593,3017,96,3196,6297,5543,2455,6653,0,3182,7153,1947,10252,352,83,2865,384,145,171,315,5298,5920,1881,2742,2771,4518,2616,4415,3891,512,3796,4387,2756,273,0,0,0,1474659,186042,0.365
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000045.spe,953,7.72,1,0.010268,-0.009799,0.01059,0.070016,274549,3.43,210,0,5077,17528,11075,4453,254603,10246,540,3056,391,3313,7927,5937,2800,7102,0,4321,7302,2127,10356,117,0,3128,346,101,430,579,5309,5864,1340,1872,2935,4967,3237,5164,4453,992,3664,2389,3593,1980,0,174,144,1483345,189109,0.368
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000046.spe,953.2,7.72,1,0.010268,-0.009799,0.01059,0.070016,273257,3.57,114,0,5999,19391,12188,4469,266745,11152,478,3272,507,3325,9987,5936,2924,6173,802,3035,7608,1842,10634,47,0,3424,278,55,405,790,5288,6214,2158,2360,2664,3485,2841,4272,3522,504,3437,3091,3552,1524,179,169,0,1473234,186923,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000047.spe,953.4,7.72,1,0.010268,-0.009799,0.01059,0.070016,273917,3.41,200,0,6481,20919,12741,4639,281012,11900,471,3844,459,3510,7508,5763,3006,6038,701,3527,7243,2312,10749,81,0,3397,208,75,479,583,5375,6007,2406,2465,2849,3802,2691,4585,3899,215,3765,2796,3586,1182,369,442,0,1472044,186803,0.367
120,North,E:\FISH 2020\FISH Final measurements\05032021\0120\XRF data\L000048.spe,953.6,7.72,1,0.010268,-0.009799,0.01059,0.070016,271792,3.35,244,0,5807,19643,11988,4758,255020,11210,506,4905,391,3549,6533,5870,2878,6389,977,3725,7103,2194,10497,196,0,2987,334,83,299,276,5299,6349,1865,2721,2304,3515,2800,3999,3003,0,3569,3336,3310,928,280,63,0,1473182,186279,0.366
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000010.spe,1186,7.96,1,0.010266,-0.008773,0.01007,0.072543,258669,2.88,165,0,5490,19294,9271,4078,261676,8153,534,13,292,2771,4829,5961,2900,5361,0,3433,6227,2019,7028,372,102,3055,236,48,560,349,5051,6112,1378,2039,1457,4192,1831,3420,3107,1466,2175,1861,2588,2303,58,284,472,1447001,178212,0.357
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000011.spe,1186.2,7.96,1,0.010266,-0.008773,0.01007,0.072543,258856,3.05,0,0,5251,19081,9252,4172,264422,8317,528,61,247,2605,5357,5956,2784,5059,801,3694,6039,2164,6532,171,229,3039,250,156,686,703,5539,6077,1239,1538,1329,3479,1760,3413,3237,1021,2747,1732,2098,2451,0,201,212,1446645,178643,0.357
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000012.spe,1186.4,7.96,1,0.010266,-0.008773,0.01007,0.072543,259661,2.86,216,0,5646,19522,9317,4144,266649,8606,422,87,215,2797,4874,5587,2758,5227,676,3325,5860,2124,7579,254,146,2984,169,83,578,659,5390,6357,1416,1067,605,3662,1917,3473,2486,0,3514,2143,1881,2307,261,180,0,1450766,179582,0.358
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000013.spe,1186.6,7.96,1,0.010266,-0.008773,0.01007,0.072543,262028,3.07,188,0,5908,19721,9574,4229,269000,8721,531,104,231,2640,6246,5563,2962,5313,1231,3430,6359,2432,7842,120,147,3125,253,35,446,626,5433,6753,1573,2126,1476,3319,2021,3829,3803,1238,3392,2727,2737,1692,260,150,0,1453219,181297,0.36
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000014.spe,1186.8,7.95,1,0.010266,-0.008773,0.01007,0.072543,263286,2.84,171,0,6027,20977,9588,4129,274379,8468,467,497,226,2787,5793,5786,3336,6193,1215,2510,7098,1946,6226,258,80,3129,276,16,490,633,5120,6288,1249,2332,1361,3426,2546,4436,3624,936,3050,3367,3473,2025,63,510,0,1463944,179388,0.361
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000015.spe,1187,7.95,1,0.010266,-0.008773,0.01007,0.072543,264124,2.84,149,0,5501,18959,8838,4187,255286,8065,572,121,236,2551,6008,5838,2955,5850,42,2828,6032,2107,6720,288,217,3008,225,60,322,412,5084,6608,1559,2578,1589,4739,1878,3872,3529,867,4141,2669,2407,1027,336,190,0,1471218,181024,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000016.spe,1187.2,7.95,1,0.010266,-0.008773,0.01007,0.072543,267799,2.95,251,0,5989,20516,9703,4104,275319,8381,514,47,323,2539,5855,5912,3353,6092,0,3136,6622,2072,7109,239,110,3242,265,27,498,583,5525,5707,906,1946,1501,4746,2236,3541,3801,736,3184,2221,1970,3424,284,438,0,1476098,181982,0.364
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000017.spe,1187.4,7.95,1,0.010266,-0.008773,0.01007,0.072543,269018,2.99,172,0,5294,18539,8891,4053,262353,8602,422,106,145,2608,5329,6075,2769,5694,1478,4076,7077,2738,6871,204,202,3047,361,67,395,390,5480,6742,1750,2196,1894,3480,2297,4007,3371,1011,3428,2890,3390,1159,165,316,0,1485864,183919,0.365
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000018.spe,1187.6,7.95,1,0.010266,-0.008773,0.01007,0.072543,270323,2.99,86,0,5039,18726,8862,4097,265828,8474,586,34,164,2793,5076,5854,3306,5123,861,3038,6303,1789,7139,281,105,3091,322,78,504,473,5346,6621,1884,2399,1930,3853,2303,4239,3812,992,3985,2739,2917,1237,212,143,71,1489669,183070,0.366
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000019.spe,1187.8,7.95,1,0.010266,-0.008773,0.01007,0.072543,269145,2.82,103,0,5590,19429,9402,4128,278005,8622,427,54,106,2556,5387,5822,2449,5266,1034,3172,6677,1906,7003,252,184,3193,267,95,452,612,5711,6457,1654,1899,1257,3660,2205,4039,3266,1760,3440,1402,2946,1480,0,484,135,1478685,182304,0.365
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000020.spe,1188,7.95,1,0.010266,-0.008773,0.01007,0.072543,266038,2.78,216,0,5073,18136,8709,4393,253720,7973,531,120,282,2683,5472,5797,2369,5312,1116,3412,6368,1943,7176,211,165,3180,252,136,412,199,5406,6188,1771,1921,1712,3695,1359,3852,3618,1154,3204,1579,3021,3212,112,334,0,1477041,182105,0.363
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000021.spe,1188.2,7.95,1,0.010266,-0.008773,0.01007,0.072543,265657,2.9,132,0,5409,18567,9140,4448,255741,9977,522,102,228,2735,5403,5584,3175,5178,504,3130,6283,2916,7266,236,150,2989,359,82,425,561,5062,6110,1723,2657,1892,4114,3019,4691,4668,1038,2914,3184,2973,2615,271,0,0,1478110,182639,0.363
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000022.spe,1188.4,7.95,1,0.010266,-0.008773,0.01007,0.072543,265662,2.9,50,0,6028,21188,9675,4114,269498,8803,504,138,153,2685,4559,5923,2954,5380,465,3452,5933,1784,6534,201,322,3073,257,119,489,502,5144,5985,1343,2242,1506,4392,2040,4826,3628,1402,3252,2963,3004,1751,205,92,0,1474064,181059,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000023.spe,1188.6,7.95,1,0.010266,-0.008773,0.01007,0.072543,263938,2.84,225,0,5499,18596,8677,4357,242665,7931,609,44,156,2535,4956,5670,2760,5398,1309,3992,6723,2607,6622,337,185,2944,318,48,311,619,5366,6073,2298,2271,2398,3342,1823,3959,4238,1011,2996,3819,3086,289,0,0,0,1471997,181377,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000024.spe,1188.8,7.95,1,0.010266,-0.008773,0.01007,0.072543,263023,2.96,53,0,4746,16743,8072,4234,236496,7674,453,108,142,2749,5052,5736,2635,5195,1264,3759,6008,2480,6444,244,166,2992,283,76,230,391,5486,6271,1775,1791,1961,2703,2002,3964,3296,743,3864,2591,2615,1151,457,18,0,1463277,181078,0.361
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000025.spe,1189,7.95,1,0.010266,-0.008773,0.01007,0.072543,265421,3.02,178,0,5205,18245,8925,4206,261790,8571,472,80,298,2884,5251,5963,3321,5588,545,3422,6464,1691,7039,234,247,3109,325,29,525,780,5535,6457,1876,1746,1642,3412,1780,3826,3111,0,3408,1689,3002,1189,141,337,329,1465961,182627,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000026.spe,1189.2,7.95,1,0.010266,-0.008773,0.01007,0.072543,265781,2.81,194,0,5543,18860,8995,4415,265631,8622,472,42,328,2902,5718,5644,3464,5172,288,3343,6386,2259,7009,189,132,3064,272,25,585,615,5091,6445,1200,2137,791,3750,2539,4332,3137,685,3590,3001,2498,1492,0,148,740,1465795,180861,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000027.spe,1189.4,7.95,1,0.010266,-0.008773,0.01007,0.072543,267328,2.97,180,0,5548,18830,8898,4015,271465,8950,531,173,276,3037,5635,5899,3659,5547,487,3412,6209,2513,6964,279,89,3318,312,66,686,692,5348,6803,1289,1925,1116,4178,1657,3974,3908,944,3420,1918,2798,1884,343,591,157,1473143,182199,0.364
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000028.spe,1189.6,7.95,1,0.010266,-0.008773,0.01007,0.072543,267018,3.01,176,0,5358,18614,8899,4254,267546,8999,521,74,314,2883,5741,6065,3144,5870,1517,3656,6739,1814,6678,211,251,2929,273,76,456,484,5373,6126,1556,2216,1989,3427,2135,4560,2670,0,3952,1892,3672,1417,417,283,56,1471710,181896,0.363
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000029.spe,1189.8,7.94,1,0.010266,-0.008773,0.01007,0.072543,264044,2.95,106,0,3973,15121,7553,4331,235134,7682,487,127,181,3030,5879,5979,3454,5286,490,3668,6311,2584,7493,304,227,2866,264,80,452,321,5578,6547,1979,2522,1630,3578,2620,4169,4000,330,1901,2154,3830,2968,207,101,131,1461755,179266,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000030.spe,1190,7.94,1,0.010266,-0.008773,0.01007,0.072543,266294,2.89,214,0,5368,19177,9250,4031,262998,8147,520,157,222,2668,5067,5512,3701,5317,1347,3836,6608,1828,6261,325,258,3202,334,92,566,678,5230,6419,2000,3310,2434,3512,2713,3962,2762,130,2655,3283,3065,1976,45,281,113,1472267,181638,0.363
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000031.spe,1190.2,7.94,1,0.010266,-0.008773,0.01007,0.072543,268749,3.05,148,0,6238,22275,10481,4153,282347,8721,472,129,182,2894,5723,5421,2966,6166,471,3531,6851,2528,7184,162,81,3132,227,14,483,481,5500,6219,1253,2513,2044,4212,2993,3616,3504,0,3059,2867,3611,1625,203,133,0,1471036,182398,0.364
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000032.spe,1190.4,7.94,1,0.010266,-0.008773,0.01007,0.072543,267345,3.07,320,0,5638,20216,9491,4297,262067,8199,554,108,338,2726,5718,5477,3082,5109,624,3581,6391,1547,6729,173,259,3380,272,211,334,551,5569,5877,1116,2258,1675,4134,3050,4552,4093,126,2761,2364,3283,970,0,239,126,1467413,183457,0.363
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000033.spe,1190.6,7.94,1,0.010266,-0.008773,0.01007,0.072543,264978,2.89,71,0,5032,18050,8811,4356,249536,7918,449,93,7,2933,5706,5704,2994,4936,1688,3307,6335,1763,6786,300,76,3033,289,80,361,372,5863,5703,1619,2795,2681,2888,2508,3597,3005,695,3483,2216,3334,2088,0,0,11,1460429,181556,0.362
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000034.spe,1190.8,7.94,1,0.010266,-0.008773,0.01007,0.072543,262032,2.72,51,0,5088,17618,8374,4414,241767,7991,622,243,171,2848,6699,5765,2690,5345,298,3479,6841,2181,6040,248,222,3078,336,127,293,451,5561,6218,2090,2782,2856,4106,2825,4131,3796,290,3308,2430,3770,1771,0,0,129,1460975,180569,0.36
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000035.spe,1191,7.94,1,0.010266,-0.008773,0.01007,0.072543,259507,2.9,144,0,4728,16716,8088,4564,231581,7590,582,88,147,2662,7733,5516,2610,5378,1669,3625,6472,2298,6425,324,223,3007,341,123,240,343,5140,6655,2438,3081,2225,2837,2861,3799,3296,199,4217,2210,2954,1701,0,144,0,1453319,179170,0.358
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000036.spe,1191.2,7.94,1,0.010266,-0.008773,0.01007,0.072543,259952,2.9,223,0,4179,14696,8135,4403,225105,7633,584,213,252,2658,5653,5577,2666,4955,27,2967,6901,1697,7180,434,205,2948,364,88,223,436,5077,6342,1461,3369,2424,4297,2261,3803,3449,0,2454,3168,3036,278,326,126,0,1452017,179933,0.359
161,North,E:\FISH 2020\FISH Final measurements\05032021\0161\XRF data\L000037.spe,1191.4,7.95,1,0.010266,-0.008773,0.01007,0.072543,262055,2.97,116,0,5059,17355,9306,4280,243285,7931,663,120,327,2846,5279,5513,3087,4741,936,3289,6854,1211,5884,285,280,2962,308,117,323,697,5272,6221,1751,2560,2441,3590,2831,4147,3640,0,2958,1980,3964,1780,99,43,0,1460107,179792,0.36
