Date_dd_mm_yyyy,Distance_mm,Height_cm
23032021,1185.61,7.576
23032021,1185.655,7.566
23032021,1185.705,7.559
23032021,1185.75,7.558
23032021,1185.8,7.552
23032021,1185.845,7.547
23032021,1185.89,7.54
23032021,1185.94,7.532
23032021,1185.985,7.528
23032021,1186.035,7.521
23032021,1186.08,7.511
23032021,1186.125,7.505
23032021,1186.175,7.505
23032021,1186.22,7.503
23032021,1186.27,7.5
23032021,1186.315,7.502
23032021,1186.36,7.503
23032021,1186.41,7.504
23032021,1186.455,7.512
23032021,1186.505,7.513
23032021,1186.55,7.513
23032021,1186.595,7.524
23032021,1186.645,7.54
23032021,1186.69,7.544
23032021,1186.74,7.557
23032021,1186.785,7.572
23032021,1186.83,7.582
23032021,1186.88,7.593
23032021,1186.925,7.602
23032021,1186.975,7.618
23032021,1187.02,7.622
23032021,1187.065,7.633
23032021,1187.115,7.637
23032021,1187.16,7.637
23032021,1187.21,7.638
23032021,1187.255,7.642
23032021,1187.3,7.636
23032021,1187.35,7.631
23032021,1187.395,7.627
23032021,1187.445,7.615
23032021,1187.49,7.603
23032021,1187.535,7.587
23032021,1187.585,7.578
23032021,1187.63,7.556
23032021,1187.68,7.546
23032021,1187.725,7.531
23032021,1187.77,7.518
23032021,1187.82,7.515
23032021,1187.865,7.495
23032021,1187.915,7.495
23032021,1187.96,7.48
23032021,1188.005,7.48
23032021,1188.055,7.47
23032021,1188.1,7.465
23032021,1188.15,7.461
23032021,1188.195,7.461
23032021,1188.24,7.461
23032021,1188.29,7.451
23032021,1188.335,7.449
23032021,1188.385,7.446
23032021,1188.43,7.447
23032021,1188.475,7.451
23032021,1188.525,7.451
23032021,1188.57,7.451
23032021,1188.62,7.451
23032021,1188.665,7.451
23032021,1188.71,7.448
23032021,1188.76,7.45
23032021,1188.805,7.448
23032021,1188.855,7.45
23032021,1188.9,7.446
23032021,1188.945,7.446
23032021,1188.995,7.446
23032021,1189.04,7.442
23032021,1189.09,7.446
23032021,1189.135,7.446
23032021,1189.18,7.446
23032021,1189.23,7.446
23032021,1189.275,7.446
23032021,1189.325,7.442
23032021,1189.37,7.444
23032021,1189.415,7.441
23032021,1189.465,7.441
23032021,1189.51,7.441
23032021,1189.56,7.437
23032021,1189.605,7.44
23032021,1189.65,7.446
23032021,1189.7,7.442
23032021,1189.745,7.446
23032021,1189.795,7.446
23032021,1189.84,7.446
23032021,1189.885,7.447
23032021,1189.935,7.451
23032021,1189.98,7.451
23032021,1190.03,7.451
23032021,1190.075,7.451
23032021,1190.12,7.451
23032021,1190.17,7.451
23032021,1190.215,7.447
23032021,1190.265,7.45
23032021,1190.31,7.446
23032021,1190.355,7.448
23032021,1190.405,7.449
23032021,1190.45,7.445
23032021,1190.5,7.441
23032021,1190.545,7.442
23032021,1190.59,7.446
23032021,1190.64,7.447
23032021,1190.685,7.451
23032021,1190.735,7.446
23032021,1190.78,7.446
23032021,1190.825,7.446
23032021,1190.875,7.446
23032021,1190.92,7.442
23032021,1190.97,7.446
23032021,1191.015,7.437
23032021,1191.06,7.441
23032021,1191.11,7.44
23032021,1191.155,7.438
23032021,1191.205,7.441
23032021,1191.25,7.441
23032021,1191.295,7.437
23032021,1191.345,7.437
23032021,1191.39,7.438
23032021,1191.44,7.439
23032021,1191.485,7.437
23032021,1191.53,7.436
23032021,1191.58,7.433
23032021,1191.625,7.435
23032021,1191.675,7.432
23032021,1191.72,7.432
23032021,1191.765,7.432
23032021,1191.815,7.432
23032021,1191.86,7.432
23032021,1191.91,7.433
23032021,1191.955,7.437
23032021,1192,7.437
23032021,1192.05,7.435
23032021,1192.095,7.432
23032021,1192.145,7.435
23032021,1192.19,7.43
23032021,1192.235,7.428
23032021,1192.285,7.432
23032021,1192.33,7.432
23032021,1192.38,7.428
23032021,1192.425,7.432
23032021,1192.47,7.43
23032021,1192.52,7.427
23032021,1192.565,7.428
23032021,1192.615,7.432
23032021,1192.66,7.429
23032021,1192.705,7.427
23032021,1192.755,7.429
23032021,1192.8,7.434
23032021,1192.85,7.43
23032021,1192.895,7.422
23032021,1192.94,7.422
23032021,1192.99,7.427
23032021,1193.035,7.431
23032021,1193.085,7.427
23032021,1193.13,7.427
23032021,1193.175,7.422
23032021,1193.225,7.423
23032021,1193.27,7.427
23032021,1193.32,7.426
23032021,1193.365,7.422
23032021,1193.41,7.424
23032021,1193.46,7.431
23032021,1193.505,7.428
23032021,1193.555,7.432
23032021,1193.6,7.432
23032021,1193.645,7.431
23032021,1193.695,7.423
23032021,1193.74,7.427
23032021,1193.79,7.427
23032021,1193.835,7.427
23032021,1193.88,7.427
23032021,1193.93,7.427
23032021,1193.975,7.427
23032021,1194.025,7.432
23032021,1194.07,7.427
23032021,1194.115,7.424
23032021,1194.165,7.425
23032021,1194.21,7.422
23032021,1194.26,7.428
23032021,1194.305,7.432
23032021,1194.35,7.427
23032021,1194.4,7.427
23032021,1194.445,7.432
23032021,1194.495,7.432
23032021,1194.54,7.43
23032021,1194.585,7.428
23032021,1194.635,7.432
23032021,1194.68,7.432
23032021,1194.73,7.432
23032021,1194.775,7.43
23032021,1194.82,7.427
23032021,1194.87,7.43
23032021,1194.915,7.427
23032021,1194.965,7.43
23032021,1195.01,7.427
23032021,1195.055,7.432
23032021,1195.105,7.432
23032021,1195.15,7.432
23032021,1195.2,7.432
23032021,1195.245,7.432
23032021,1195.29,7.432
23032021,1195.34,7.43
23032021,1195.385,7.427
23032021,1195.435,7.427
23032021,1195.48,7.432
23032021,1195.525,7.429
23032021,1195.575,7.428
23032021,1195.62,7.432
23032021,1195.67,7.428
23032021,1195.715,7.431
23032021,1195.76,7.427
23032021,1195.81,7.427
23032021,1195.855,7.428
23032021,1195.905,7.429
23032021,1195.95,7.427
23032021,1195.995,7.427
23032021,1196.045,7.431
23032021,1196.09,7.427
23032021,1196.14,7.432
23032021,1196.185,7.43
23032021,1196.23,7.427
23032021,1196.28,7.429
23032021,1196.325,7.432
23032021,1196.375,7.432
23032021,1196.42,7.432
23032021,1196.465,7.43
23032021,1196.515,7.429
23032021,1196.56,7.432
23032021,1196.61,7.429
23032021,1196.655,7.428
23032021,1196.7,7.432
23032021,1196.75,7.431
23032021,1196.795,7.428
23032021,1196.845,7.432
23032021,1196.89,7.432
23032021,1196.935,7.432
23032021,1196.985,7.43
23032021,1197.03,7.428
23032021,1197.08,7.432
23032021,1197.125,7.432
23032021,1197.17,7.432
23032021,1197.22,7.433
23032021,1197.265,7.437
23032021,1197.315,7.432
23032021,1197.36,7.429
23032021,1197.405,7.434
23032021,1197.455,7.437
23032021,1197.5,7.437
23032021,1197.55,7.437
23032021,1197.595,7.437
23032021,1197.64,7.437
23032021,1197.69,7.437
23032021,1197.735,7.435
23032021,1197.785,7.432
23032021,1197.83,7.432
23032021,1197.875,7.43
23032021,1197.925,7.427
23032021,1197.97,7.427
23032021,1198.02,7.427
23032021,1198.065,7.433
23032021,1198.11,7.436
23032021,1198.16,7.428
23032021,1198.205,7.432
23032021,1198.255,7.432
23032021,1198.3,7.432
23032021,1198.345,7.429
23032021,1198.395,7.429
23032021,1198.44,7.432
23032021,1198.49,7.432
23032021,1198.535,7.432
23032021,1198.58,7.431
23032021,1198.63,7.427
23032021,1198.675,7.428
23032021,1198.725,7.432
23032021,1198.77,7.432
23032021,1198.815,7.43
23032021,1198.865,7.429
23032021,1198.91,7.432
23032021,1198.96,7.432
23032021,1199.005,7.432
23032021,1199.05,7.432
23032021,1199.1,7.431
23032021,1199.145,7.427
23032021,1199.195,7.435
23032021,1199.24,7.432
23032021,1199.285,7.429
23032021,1199.335,7.427
23032021,1199.38,7.427
23032021,1199.43,7.432
23032021,1199.475,7.432
23032021,1199.52,7.433
23032021,1199.57,7.436
23032021,1199.615,7.427
23032021,1199.665,7.427
23032021,1199.71,7.432
23032021,1199.755,7.432
23032021,1199.805,7.437
23032021,1199.85,7.437
23032021,1199.9,7.437
23032021,1199.945,7.434
23032021,1199.99,7.434
23032021,1200.04,7.436
23032021,1200.085,7.434
23032021,1200.135,7.437
23032021,1200.18,7.437
23032021,1200.225,7.437
23032021,1200.275,7.436
23032021,1200.32,7.432
23032021,1200.37,7.432
23032021,1200.415,7.43
23032021,1200.46,7.427
23032021,1200.51,7.432
23032021,1200.555,7.434
23032021,1200.605,7.435
23032021,1200.65,7.432
23032021,1200.695,7.432
23032021,1200.745,7.432
23032021,1200.79,7.432
23032021,1200.84,7.431
23032021,1200.885,7.427
23032021,1200.93,7.427
23032021,1200.98,7.429
23032021,1201.025,7.434
23032021,1201.075,7.432
23032021,1201.12,7.434
23032021,1201.165,7.437
23032021,1201.215,7.434
23032021,1201.26,7.434
23032021,1201.31,7.437
23032021,1201.355,7.437
23032021,1201.4,7.438
23032021,1201.45,7.44
23032021,1201.495,7.437
23032021,1201.545,7.434
23032021,1201.59,7.432
23032021,1201.635,7.436
23032021,1201.685,7.439
23032021,1201.73,7.437
23032021,1201.78,7.437
23032021,1201.825,7.438
23032021,1201.87,7.441
23032021,1201.92,7.433
23032021,1201.965,7.436
23032021,1202.015,7.432
23032021,1202.06,7.433
23032021,1202.105,7.437
23032021,1202.155,7.437
23032021,1202.2,7.437
23032021,1202.25,7.437
23032021,1202.295,7.437
23032021,1202.34,7.437
23032021,1202.39,7.437
23032021,1202.435,7.437
23032021,1202.485,7.437
23032021,1202.53,7.438
23032021,1202.575,7.439
23032021,1202.625,7.439
23032021,1202.67,7.441
23032021,1202.72,7.441
23032021,1202.765,7.437
23032021,1202.81,7.44
23032021,1202.86,7.446
23032021,1202.905,7.442
23032021,1202.955,7.447
23032021,1203,7.451
23032021,1203.045,7.453
23032021,1203.095,7.455
23032021,1203.14,7.451
23032021,1203.19,7.452
23032021,1203.235,7.459
23032021,1203.28,7.46
23032021,1203.33,7.466
23032021,1203.375,7.468
23032021,1203.425,7.471
23032021,1203.47,7.473
23032021,1203.515,7.481
23032021,1203.565,7.485
23032021,1203.61,7.488
23032021,1203.66,7.488
23032021,1203.705,7.487
23032021,1203.75,7.497
23032021,1203.8,7.5
23032021,1203.845,7.498
23032021,1203.895,7.496
23032021,1203.94,7.505
23032021,1203.985,7.505
23032021,1204.035,7.506
23032021,1204.08,7.51
23032021,1204.13,7.51
23032021,1204.175,7.51
23032021,1204.22,7.515
23032021,1204.27,7.515
23032021,1204.315,7.516
23032021,1204.365,7.52
23032021,1204.41,7.526
23032021,1204.455,7.53
23032021,1204.505,7.533
23032021,1204.55,7.529
23032021,1204.6,7.532
23032021,1204.645,7.539
23032021,1204.69,7.539
23032021,1204.74,7.541
23032021,1204.785,7.554
23032021,1204.835,7.554
23032021,1204.88,7.554
23032021,1204.925,7.555
23032021,1204.975,7.559
23032021,1205.02,7.559
23032021,1205.07,7.559
23032021,1205.115,7.56
23032021,1205.16,7.568
23032021,1205.21,7.568
23032021,1205.255,7.568
23032021,1205.305,7.57
23032021,1205.35,7.573
23032021,1205.395,7.577
23032021,1205.445,7.582
23032021,1205.49,7.58
23032021,1205.54,7.584
23032021,1205.585,7.59
23032021,1205.63,7.592
23032021,1205.68,7.59
23032021,1205.725,7.594
23032021,1205.775,7.598
23032021,1205.82,7.596
23032021,1205.865,7.594
23032021,1205.915,7.598
23032021,1205.96,7.6
23032021,1206.01,7.607
23032021,1206.055,7.605
23032021,1206.1,7.603
23032021,1206.15,7.604
23032021,1206.195,7.608
23032021,1206.245,7.612
23032021,1206.29,7.612
23032021,1206.335,7.614
23032021,1206.385,7.617
23032021,1206.43,7.619
23032021,1206.48,7.622
23032021,1206.525,7.622
23032021,1206.57,7.622
23032021,1206.62,7.622
23032021,1206.665,7.623
23032021,1206.715,7.627
23032021,1206.76,7.628
23032021,1206.805,7.634
23032021,1206.855,7.637
23032021,1206.9,7.637
23032021,1206.95,7.638
23032021,1206.995,7.64
23032021,1207.04,7.638
23032021,1207.09,7.644
23032021,1207.135,7.65
23032021,1207.185,7.646
23032021,1207.23,7.651
23032021,1207.275,7.654
23032021,1207.325,7.651
23032021,1207.37,7.652
23032021,1207.42,7.656
23032021,1207.465,7.659
23032021,1207.51,7.659
23032021,1207.56,7.656
23032021,1207.605,7.656
23032021,1207.655,7.656
23032021,1207.7,7.657
23032021,1207.745,7.661
23032021,1207.795,7.661
23032021,1207.84,7.661
23032021,1207.89,7.663
23032021,1207.935,7.666
23032021,1207.98,7.666
23032021,1208.03,7.666
23032021,1208.075,7.666
23032021,1208.125,7.666
23032021,1208.17,7.666
23032021,1208.215,7.666
23032021,1208.265,7.669
23032021,1208.31,7.671
23032021,1208.36,7.672
23032021,1208.405,7.676
23032021,1208.45,7.676
23032021,1208.5,7.676
23032021,1208.545,7.676
23032021,1208.595,7.679
23032021,1208.64,7.681
23032021,1208.685,7.682
23032021,1208.735,7.686
23032021,1208.78,7.684
23032021,1208.83,7.682
23032021,1208.875,7.686
23032021,1208.92,7.686
23032021,1208.97,7.687
23032021,1209.015,7.691
23032021,1209.065,7.694
23032021,1209.11,7.69
23032021,1209.155,7.692
23032021,1209.205,7.694
23032021,1209.25,7.693
23032021,1209.3,7.693
23032021,1209.345,7.69
23032021,1209.39,7.69
23032021,1209.44,7.692
23032021,1209.485,7.691
23032021,1209.535,7.688
23032021,1209.58,7.692
23032021,1209.625,7.693
23032021,1209.675,7.69
23032021,1209.72,7.69
23032021,1209.77,7.69
23032021,1209.815,7.69
23032021,1209.86,7.69
23032021,1209.91,7.692
23032021,1209.955,7.695
23032021,1210.005,7.69
23032021,1210.05,7.69
23032021,1210.095,7.69
23032021,1210.145,7.69
23032021,1210.19,7.69
23032021,1210.24,7.69
23032021,1210.285,7.69
23032021,1210.33,7.693
23032021,1210.38,7.695
23032021,1210.425,7.695
23032021,1210.475,7.697
23032021,1210.52,7.698
23032021,1210.565,7.695
23032021,1210.615,7.695
23032021,1210.66,7.695
23032021,1210.71,7.695
23032021,1210.755,7.695
23032021,1210.8,7.698
23032021,1210.85,7.697
23032021,1210.895,7.695
23032021,1210.945,7.695
23032021,1210.99,7.695
23032021,1211.035,7.695
23032021,1211.085,7.695
23032021,1211.13,7.695
23032021,1211.18,7.696
23032021,1211.225,7.7
23032021,1211.27,7.703
23032021,1211.32,7.703
23032021,1211.365,7.703
23032021,1211.415,7.702
23032021,1211.46,7.7
23032021,1211.505,7.7
23032021,1211.555,7.7
23032021,1211.6,7.702
23032021,1211.65,7.705
23032021,1211.695,7.705
23032021,1211.74,7.705
23032021,1211.79,7.705
23032021,1211.835,7.703
23032021,1211.885,7.702
23032021,1211.93,7.705
23032021,1211.975,7.705
23032021,1212.025,7.705
23032021,1212.07,7.707
23032021,1212.12,7.709
23032021,1212.165,7.705
23032021,1212.21,7.705
23032021,1212.26,7.705
23032021,1212.305,7.705
23032021,1212.355,7.707
23032021,1212.4,7.709
23032021,1212.445,7.705
23032021,1212.495,7.705
23032021,1212.54,7.705
23032021,1212.59,7.705
23032021,1212.635,7.705
23032021,1212.68,7.702
23032021,1212.73,7.704
23032021,1212.775,7.705
23032021,1212.825,7.705
23032021,1212.87,7.709
23032021,1212.915,7.705
23032021,1212.965,7.705
23032021,1213.01,7.705
23032021,1213.06,7.709
23032021,1213.105,7.705
23032021,1213.15,7.707
23032021,1213.2,7.708
23032021,1213.245,7.705
23032021,1213.295,7.705
23032021,1213.34,7.705
23032021,1213.385,7.705
23032021,1213.435,7.706
23032021,1213.48,7.709
23032021,1213.53,7.705
23032021,1213.575,7.705
23032021,1213.62,7.705
23032021,1213.67,7.704
23032021,1213.715,7.7
23032021,1213.765,7.702
23032021,1213.81,7.703
23032021,1213.855,7.703
23032021,1213.905,7.705
23032021,1213.95,7.705
23032021,1214,7.705
23032021,1214.045,7.705
23032021,1214.09,7.705
23032021,1214.14,7.705
23032021,1214.185,7.708
23032021,1214.235,7.708
23032021,1214.28,7.705
23032021,1214.325,7.703
23032021,1214.375,7.7
23032021,1214.42,7.705
23032021,1214.47,7.707
23032021,1214.515,7.702
23032021,1214.56,7.703
23032021,1214.61,7.705
23032021,1214.655,7.705
23032021,1214.705,7.705
23032021,1214.75,7.705
23032021,1214.795,7.705
23032021,1214.845,7.705
23032021,1214.89,7.705
23032021,1214.94,7.705
23032021,1214.985,7.705
23032021,1215.03,7.705
23032021,1215.08,7.705
23032021,1215.125,7.705
23032021,1215.175,7.706
23032021,1215.22,7.708
23032021,1215.265,7.705
23032021,1215.315,7.707
23032021,1215.36,7.71
23032021,1215.41,7.71
23032021,1215.455,7.71
23032021,1215.5,7.71
23032021,1215.55,7.71
23032021,1215.595,7.71
23032021,1215.645,7.712
23032021,1215.69,7.712
23032021,1215.735,7.712
23032021,1215.785,7.714
23032021,1215.83,7.71
23032021,1215.88,7.71
23032021,1215.925,7.71
23032021,1215.97,7.71
23032021,1216.02,7.71
23032021,1216.065,7.71
23032021,1216.115,7.71
23032021,1216.16,7.71
23032021,1216.205,7.71
23032021,1216.255,7.712
23032021,1216.3,7.714
23032021,1216.35,7.712
23032021,1216.395,7.715
23032021,1216.44,7.715
23032021,1216.49,7.715
23032021,1216.535,7.715
23032021,1216.585,7.717
23032021,1216.63,7.72
23032021,1216.675,7.718
23032021,1216.725,7.715
23032021,1216.77,7.716
23032021,1216.82,7.72
23032021,1216.865,7.721
23032021,1216.91,7.723
23032021,1216.96,7.72
23032021,1217.005,7.718
23032021,1217.055,7.717
23032021,1217.1,7.72
23032021,1217.145,7.72
23032021,1217.195,7.72
23032021,1217.24,7.72
23032021,1217.29,7.72
23032021,1217.335,7.72
23032021,1217.38,7.72
23032021,1217.43,7.72
23032021,1217.475,7.72
23032021,1217.525,7.72
23032021,1217.57,7.72
23032021,1217.615,7.718
23032021,1217.665,7.715
23032021,1217.71,7.715
23032021,1217.76,7.715
23032021,1217.805,7.716
23032021,1217.85,7.717
23032021,1217.9,7.715
23032021,1217.945,7.715
23032021,1217.995,7.715
23032021,1218.04,7.715
23032021,1218.085,7.715
23032021,1218.135,7.715
23032021,1218.18,7.715
23032021,1218.23,7.715
23032021,1218.275,7.715
23032021,1218.32,7.715
23032021,1218.37,7.715
23032021,1218.415,7.717
23032021,1218.465,7.721
23032021,1218.51,7.723
23032021,1218.555,7.722
23032021,1218.605,7.722
23032021,1218.65,7.72
23032021,1218.7,7.72
23032021,1218.745,7.721
23032021,1218.79,7.723
23032021,1218.84,7.72
23032021,1218.885,7.72
23032021,1218.935,7.72
23032021,1218.98,7.72
23032021,1219.025,7.718
23032021,1219.075,7.715
23032021,1219.12,7.715
23032021,1219.17,7.715
23032021,1219.215,7.718
23032021,1219.26,7.716
23032021,1219.31,7.715
23032021,1219.355,7.715
23032021,1219.405,7.715
23032021,1219.45,7.715
23032021,1219.495,7.715
23032021,1219.545,7.715
23032021,1219.59,7.715
23032021,1219.64,7.715
23032021,1219.685,7.715
23032021,1219.73,7.715
23032021,1219.78,7.718
23032021,1219.825,7.72
23032021,1219.875,7.717
23032021,1219.92,7.715
23032021,1219.965,7.717
23032021,1220.015,7.718
23032021,1220.06,7.715
23032021,1220.11,7.719
23032021,1220.155,7.723
23032021,1220.2,7.718
23032021,1220.25,7.715
23032021,1220.295,7.715
23032021,1220.345,7.715
23032021,1220.39,7.715
23032021,1220.435,7.717
23032021,1220.485,7.72
23032021,1220.53,7.718
23032021,1220.58,7.715
23032021,1220.625,7.72
23032021,1220.67,7.718
23032021,1220.72,7.715
23032021,1220.765,7.719
23032021,1220.815,7.717
23032021,1220.86,7.717
23032021,1220.905,7.718
23032021,1220.955,7.713
23032021,1221,7.71
23032021,1221.05,7.712
23032021,1221.095,7.715
23032021,1221.14,7.713
23032021,1221.19,7.71
23032021,1221.235,7.71
23032021,1221.285,7.71
23032021,1221.33,7.71
23032021,1221.375,7.71
23032021,1221.425,7.71
23032021,1221.47,7.71
23032021,1221.52,7.71
23032021,1221.565,7.71
23032021,1221.61,7.708
23032021,1221.66,7.706
23032021,1221.705,7.71
23032021,1221.755,7.711
23032021,1221.8,7.713
23032021,1221.845,7.71
23032021,1221.895,7.71
23032021,1221.94,7.713
23032021,1221.99,7.708
23032021,1222.035,7.705
23032021,1222.08,7.705
23032021,1222.13,7.705
23032021,1222.175,7.705
23032021,1222.225,7.705
23032021,1222.27,7.707
23032021,1222.315,7.708
23032021,1222.365,7.705
23032021,1222.41,7.705
23032021,1222.46,7.705
23032021,1222.505,7.705
23032021,1222.55,7.705
23032021,1222.6,7.705
23032021,1222.645,7.705
23032021,1222.695,7.703
23032021,1222.74,7.7
23032021,1222.785,7.702
23032021,1222.835,7.705
23032021,1222.88,7.703
23032021,1222.93,7.7
23032021,1222.975,7.703
23032021,1223.02,7.702
23032021,1223.07,7.7
23032021,1223.115,7.704
23032021,1223.165,7.702
23032021,1223.21,7.7
23032021,1223.255,7.699
23032021,1223.305,7.695
23032021,1223.35,7.695
23032021,1223.4,7.695
23032021,1223.445,7.695
23032021,1223.49,7.697
23032021,1223.54,7.696
23032021,1223.585,7.69
23032021,1223.635,7.69
23032021,1223.68,7.69
23032021,1223.725,7.69
23032021,1223.775,7.69
23032021,1223.82,7.69
23032021,1223.87,7.69
23032021,1223.915,7.69
23032021,1223.96,7.69
23032021,1224.01,7.69
23032021,1224.055,7.69
23032021,1224.105,7.69
23032021,1224.15,7.69
23032021,1224.195,7.688
23032021,1224.245,7.686
23032021,1224.29,7.686
23032021,1224.34,7.686
23032021,1224.385,7.686
23032021,1224.43,7.688
23032021,1224.48,7.689
23032021,1224.525,7.691
23032021,1224.575,7.688
23032021,1224.62,7.686
23032021,1224.665,7.686
23032021,1224.715,7.686
23032021,1224.76,7.69
23032021,1224.81,7.693
23032021,1224.855,7.688
23032021,1224.9,7.686
23032021,1224.95,7.688
23032021,1224.995,7.688
23032021,1225.045,7.689
23032021,1225.09,7.688
23032021,1225.135,7.688
23032021,1225.185,7.69
23032021,1225.23,7.687
23032021,1225.28,7.686
23032021,1225.325,7.686
23032021,1225.37,7.686
23032021,1225.42,7.688
23032021,1225.465,7.688
23032021,1225.515,7.686
23032021,1225.56,7.686
23032021,1225.605,7.686
23032021,1225.655,7.686
23032021,1225.7,7.686
23032021,1225.75,7.686
23032021,1225.795,7.686
23032021,1225.84,7.682
23032021,1225.89,7.681
23032021,1225.935,7.681
23032021,1225.985,7.681
23032021,1226.03,7.681
23032021,1226.075,7.681
23032021,1226.125,7.681
23032021,1226.17,7.684
23032021,1226.22,7.686
23032021,1226.265,7.682
23032021,1226.31,7.681
23032021,1226.36,7.681
23032021,1226.405,7.681
23032021,1226.455,7.681
23032021,1226.5,7.681
23032021,1226.545,7.683
23032021,1226.595,7.684
23032021,1226.64,7.683
23032021,1226.69,7.684
23032021,1226.735,7.681
23032021,1226.78,7.681
23032021,1226.83,7.681
23032021,1226.875,7.684
23032021,1226.925,7.683
23032021,1226.97,7.683
23032021,1227.015,7.683
23032021,1227.065,7.681
23032021,1227.11,7.681
23032021,1227.16,7.683
23032021,1227.205,7.688
23032021,1227.25,7.686
23032021,1227.3,7.681
23032021,1227.345,7.683
23032021,1227.395,7.683
23032021,1227.44,7.681
23032021,1227.485,7.683
23032021,1227.535,7.686
23032021,1227.58,7.683
23032021,1227.63,7.681
23032021,1227.675,7.681
23032021,1227.72,7.681
23032021,1227.77,7.681
23032021,1227.815,7.681
23032021,1227.865,7.678
23032021,1227.91,7.676
23032021,1227.955,7.678
23032021,1228.005,7.678
23032021,1228.05,7.676
23032021,1228.1,7.678
23032021,1228.145,7.681
23032021,1228.19,7.678
23032021,1228.24,7.679
23032021,1228.285,7.677
23032021,1228.335,7.678
23032021,1228.38,7.679
23032021,1228.425,7.678
23032021,1228.475,7.681
23032021,1228.52,7.679
23032021,1228.57,7.676
23032021,1228.615,7.676
23032021,1228.66,7.678
23032021,1228.71,7.681
23032021,1228.755,7.677
23032021,1228.805,7.676
23032021,1228.85,7.68
23032021,1228.895,7.677
23032021,1228.945,7.679
23032021,1228.99,7.677
23032021,1229.04,7.676
23032021,1229.085,7.676
23032021,1229.13,7.673
23032021,1229.18,7.671
23032021,1229.225,7.671
23032021,1229.275,7.669
23032021,1229.32,7.666
23032021,1229.365,7.666
23032021,1229.415,7.666
23032021,1229.46,7.666
23032021,1229.51,7.666
23032021,1229.555,7.666
23032021,1229.6,7.666
23032021,1229.65,7.666
23032021,1229.695,7.666
23032021,1229.745,7.666
23032021,1229.79,7.666
23032021,1229.835,7.666
23032021,1229.885,7.666
23032021,1229.93,7.666
23032021,1229.98,7.666
23032021,1230.025,7.666
23032021,1230.07,7.67
23032021,1230.12,7.673
23032021,1230.165,7.671
23032021,1230.215,7.671
23032021,1230.26,7.671
23032021,1230.305,7.671
23032021,1230.355,7.671
23032021,1230.4,7.671
23032021,1230.45,7.673
23032021,1230.495,7.674
23032021,1230.54,7.671
23032021,1230.59,7.671
23032021,1230.635,7.671
23032021,1230.685,7.671
23032021,1230.73,7.675
23032021,1230.775,7.676
23032021,1230.825,7.673
23032021,1230.87,7.671
23032021,1230.92,7.671
23032021,1230.965,7.671
23032021,1231.01,7.673
23032021,1231.06,7.67
23032021,1231.105,7.67
23032021,1231.155,7.667
23032021,1231.2,7.666
23032021,1231.245,7.664
23032021,1231.295,7.661
23032021,1231.34,7.663
23032021,1231.39,7.664
23032021,1231.435,7.659
23032021,1231.48,7.658
23032021,1231.53,7.657
23032021,1231.575,7.651
23032021,1231.625,7.651
23032021,1231.67,7.649
23032021,1231.715,7.646
23032021,1231.765,7.644
23032021,1231.81,7.642
23032021,1231.86,7.642
23032021,1231.905,7.639
23032021,1231.95,7.637
23032021,1232,7.637
23032021,1232.045,7.634
23032021,1232.095,7.632
23032021,1232.14,7.636
23032021,1232.185,7.633
23032021,1232.235,7.632
23032021,1232.28,7.632
23032021,1232.33,7.629
23032021,1232.375,7.627
23032021,1232.42,7.629
23032021,1232.47,7.629
23032021,1232.515,7.624
23032021,1232.565,7.625
23032021,1232.61,7.625
23032021,1232.655,7.625
23032021,1232.705,7.623
23032021,1232.75,7.622
23032021,1232.8,7.622
23032021,1232.845,7.622
23032021,1232.89,7.62
23032021,1232.94,7.617
23032021,1232.985,7.617
23032021,1233.035,7.617
23032021,1233.08,7.615
23032021,1233.125,7.612
23032021,1233.175,7.61
23032021,1233.22,7.61
23032021,1233.27,7.612
23032021,1233.315,7.612
23032021,1233.36,7.61
23032021,1233.41,7.607
23032021,1233.455,7.607
23032021,1233.505,7.607
23032021,1233.55,7.607
23032021,1233.595,7.61
23032021,1233.645,7.61
23032021,1233.69,7.607
23032021,1233.74,7.607
23032021,1233.785,7.61
23032021,1233.83,7.61
23032021,1233.88,7.604
23032021,1233.925,7.603
23032021,1233.975,7.603
23032021,1234.02,7.603
23032021,1234.065,7.603
23032021,1234.115,7.605
23032021,1234.16,7.605
23032021,1234.21,7.603
23032021,1234.255,7.605
23032021,1234.3,7.604
23032021,1234.35,7.603
23032021,1234.395,7.603
23032021,1234.445,7.605
23032021,1234.49,7.604
23032021,1234.535,7.603
23032021,1234.585,7.6
23032021,1234.63,7.6
23032021,1234.68,7.6
23032021,1234.725,7.598
23032021,1234.77,7.602
23032021,1234.82,7.605
23032021,1234.865,7.6
23032021,1234.915,7.601
23032021,1234.96,7.603
23032021,1235.005,7.599
23032021,1235.055,7.6
23032021,1235.1,7.6
23032021,1235.15,7.598
23032021,1235.195,7.6
23032021,1235.24,7.599
23032021,1235.29,7.602
23032021,1235.335,7.603
23032021,1235.385,7.598
23032021,1235.43,7.598
23032021,1235.475,7.595
23032021,1235.525,7.595
23032021,1235.57,7.595
23032021,1235.62,7.593
23032021,1235.665,7.593
23032021,1235.71,7.593
23032021,1235.76,7.593
23032021,1235.805,7.593
23032021,1235.855,7.593
23032021,1235.9,7.593
23032021,1235.945,7.593
23032021,1235.995,7.59
23032021,1236.04,7.588
23032021,1236.09,7.591
