Date_dd_mm_yyyy,Distance_mm,Height_cm
12032021,291.765,7.334
12032021,291.955,7.334
12032021,292.145,7.334
12032021,292.33,7.338
12032021,292.52,7.343
12032021,292.705,7.344
12032021,292.895,7.344
12032021,293.085,7.344
12032021,293.27,7.344
12032021,293.46,7.349
12032021,293.645,7.349
12032021,293.835,7.344
12032021,294.025,7.344
12032021,294.21,7.344
12032021,294.4,7.34
12032021,294.585,7.344
12032021,294.775,7.344
12032021,294.965,7.344
12032021,295.15,7.34
12032021,295.34,7.339
12032021,295.525,7.339
12032021,295.715,7.339
12032021,295.905,7.343
12032021,296.09,7.339
12032021,296.28,7.343
12032021,296.465,7.334
12032021,296.655,7.338
12032021,296.845,7.334
12032021,297.03,7.338
12032021,297.22,7.329
12032021,297.405,7.333
12032021,297.595,7.334
12032021,297.785,7.334
12032021,297.97,7.329
12032021,298.16,7.333
12032021,298.345,7.325
12032021,298.535,7.324
12032021,298.725,7.32
12032021,298.91,7.319
12032021,299.1,7.324
12032021,299.285,7.324
12032021,299.475,7.324
12032021,299.665,7.32
12032021,299.85,7.319
12032021,300.04,7.315
12032021,300.225,7.314
12032021,300.415,7.31
12032021,300.605,7.31
12032021,300.79,7.31
12032021,300.98,7.314
12032021,301.165,7.314
12032021,301.355,7.305
12032021,301.545,7.305
12032021,301.73,7.305
12032021,301.92,7.3
12032021,302.105,7.3
12032021,302.295,7.305
12032021,302.485,7.309
12032021,302.67,7.31
12032021,302.86,7.31
12032021,303.045,7.31
12032021,303.235,7.298
12032021,303.425,7.3
12032021,303.61,7.29
12032021,303.8,7.286
12032021,303.985,7.281
12032021,304.175,7.275
12032021,304.365,7.266
12032021,304.55,7.266
12032021,304.74,7.27
12032021,304.925,7.271
12032021,305.115,7.271
12032021,305.305,7.271
12032021,305.49,7.266
12032021,305.68,7.265
12032021,305.865,7.261
12032021,306.055,7.265
12032021,306.245,7.257
12032021,306.43,7.26
12032021,306.62,7.256
12032021,306.805,7.256
12032021,306.995,7.256
12032021,307.185,7.251
12032021,307.37,7.256
12032021,307.56,7.256
12032021,307.745,7.246
12032021,307.935,7.246
12032021,308.125,7.246
12032021,308.31,7.25
12032021,308.5,7.246
12032021,308.685,7.25
12032021,308.875,7.246
12032021,309.065,7.242
12032021,309.25,7.241
12032021,309.44,7.241
12032021,309.625,7.246
12032021,309.815,7.246
12032021,310.005,7.246
12032021,310.19,7.241
12032021,310.38,7.246
12032021,310.565,7.255
12032021,310.755,7.266
12032021,310.945,7.266
12032021,311.13,7.281
12032021,311.32,7.285
12032021,311.505,7.291
12032021,311.695,7.299
12032021,311.885,7.305
12032021,312.07,7.313
12032021,312.26,7.32
12032021,312.445,7.328
12032021,312.635,7.334
12032021,312.825,7.338
12032021,313.01,7.348
12032021,313.2,7.349
12032021,313.385,7.354
12032021,313.575,7.354
12032021,313.765,7.354
12032021,313.95,7.354
12032021,314.14,7.358
12032021,314.325,7.358
12032021,314.515,7.358
12032021,314.705,7.358
12032021,314.89,7.358
12032021,315.08,7.359
12032021,315.265,7.363
12032021,315.455,7.358
12032021,315.645,7.358
12032021,315.83,7.363
12032021,316.02,7.368
12032021,316.205,7.368
12032021,316.395,7.364
12032021,316.585,7.358
12032021,316.77,7.358
12032021,316.96,7.363
12032021,317.145,7.359
12032021,317.335,7.359
12032021,317.525,7.363
12032021,317.71,7.368
12032021,317.9,7.368
12032021,318.085,7.368
12032021,318.275,7.373
12032021,318.465,7.378
12032021,318.65,7.378
12032021,318.84,7.383
12032021,319.025,7.383
12032021,319.215,7.383
12032021,319.405,7.383
12032021,319.59,7.383
12032021,319.78,7.387
12032021,319.965,7.383
12032021,320.155,7.387
12032021,320.345,7.383
12032021,320.53,7.383
12032021,320.72,7.387
12032021,320.905,7.388
12032021,321.095,7.387
12032021,321.285,7.383
12032021,321.47,7.388
12032021,321.66,7.388
12032021,321.845,7.387
12032021,322.035,7.383
12032021,322.225,7.387
12032021,322.41,7.388
12032021,322.6,7.386
12032021,322.785,7.378
12032021,322.975,7.383
12032021,323.165,7.382
12032021,323.35,7.378
12032021,323.54,7.383
12032021,323.725,7.383
12032021,323.915,7.387
12032021,324.105,7.383
12032021,324.29,7.383
12032021,324.48,7.378
12032021,324.665,7.382
12032021,324.855,7.378
12032021,325.045,7.383
12032021,325.23,7.383
12032021,325.42,7.383
12032021,325.605,7.378
12032021,325.795,7.374
12032021,325.985,7.378
12032021,326.17,7.379
12032021,326.36,7.383
12032021,326.545,7.378
12032021,326.735,7.378
12032021,326.925,7.373
12032021,327.11,7.368
12032021,327.3,7.368
12032021,327.485,7.368
12032021,327.675,7.363
12032021,327.865,7.359
12032021,328.05,7.349
12032021,328.24,7.349
12032021,328.425,7.337
12032021,328.615,7.325
12032021,328.805,7.313
12032021,328.99,7.305
12032021,329.18,7.304
12032021,329.365,7.295
12032021,329.555,7.295
12032021,329.745,7.285
12032021,329.93,7.285
12032021,330.12,7.276
12032021,330.305,7.28
12032021,330.495,7.271
12032021,330.685,7.275
12032021,330.87,7.271
12032021,331.06,7.271
12032021,331.245,7.266
12032021,331.435,7.27
12032021,331.625,7.266
12032021,331.81,7.266
12032021,332,7.261
12032021,332.185,7.265
12032021,332.375,7.266
12032021,332.565,7.27
12032021,332.75,7.269
12032021,332.94,7.261
12032021,333.125,7.262
12032021,333.315,7.271
12032021,333.505,7.265
12032021,333.69,7.261
12032021,333.88,7.261
12032021,334.065,7.261
12032021,334.255,7.265
12032021,334.445,7.27
12032021,334.63,7.266
12032021,334.82,7.269
12032021,335.005,7.261
12032021,335.195,7.265
12032021,335.385,7.266
12032021,335.57,7.266
12032021,335.76,7.266
12032021,335.945,7.271
12032021,336.135,7.271
12032021,336.325,7.271
12032021,336.51,7.271
12032021,336.7,7.271
12032021,336.885,7.266
12032021,337.075,7.266
12032021,337.265,7.27
12032021,337.45,7.266
12032021,337.64,7.276
12032021,337.825,7.28
12032021,338.015,7.281
12032021,338.205,7.286
12032021,338.39,7.295
12032021,338.58,7.305
12032021,338.765,7.31
12032021,338.955,7.321
12032021,339.145,7.329
12032021,339.33,7.339
12032021,339.52,7.349
12032021,339.705,7.358
12032021,339.895,7.358
12032021,340.085,7.369
12032021,340.27,7.373
12032021,340.46,7.383
12032021,340.645,7.383
12032021,340.835,7.383
12032021,341.025,7.388
12032021,341.21,7.384
12032021,341.4,7.393
12032021,341.585,7.388
12032021,341.775,7.388
12032021,341.965,7.393
12032021,342.15,7.397
12032021,342.34,7.388
12032021,342.525,7.392
12032021,342.715,7.388
12032021,342.905,7.388
12032021,343.09,7.387
12032021,343.28,7.383
12032021,343.465,7.388
12032021,343.655,7.388
12032021,343.845,7.386
12032021,344.03,7.378
12032021,344.22,7.383
12032021,344.405,7.383
12032021,344.595,7.383
12032021,344.785,7.382
12032021,344.97,7.373
12032021,345.16,7.373
12032021,345.345,7.378
12032021,345.535,7.373
12032021,345.725,7.373
12032021,345.91,7.374
12032021,346.1,7.378
12032021,346.285,7.377
12032021,346.475,7.374
12032021,346.665,7.378
12032021,346.85,7.373
12032021,347.04,7.373
12032021,347.225,7.373
12032021,347.415,7.378
12032021,347.605,7.379
12032021,347.79,7.382
12032021,347.98,7.374
12032021,348.165,7.378
12032021,348.355,7.373
12032021,348.545,7.373
12032021,348.73,7.373
12032021,348.92,7.373
12032021,349.105,7.379
12032021,349.295,7.383
12032021,349.485,7.378
12032021,349.67,7.378
12032021,349.86,7.383
12032021,350.045,7.383
12032021,350.235,7.387
12032021,350.425,7.383
12032021,350.61,7.383
12032021,350.8,7.383
12032021,350.985,7.384
12032021,351.175,7.387
12032021,351.365,7.383
12032021,351.55,7.383
12032021,351.74,7.387
12032021,351.925,7.383
12032021,352.115,7.383
12032021,352.305,7.387
12032021,352.49,7.383
12032021,352.68,7.383
12032021,352.865,7.387
12032021,353.055,7.383
12032021,353.245,7.382
12032021,353.43,7.378
12032021,353.62,7.373
12032021,353.805,7.378
12032021,353.995,7.374
12032021,354.185,7.378
12032021,354.37,7.373
12032021,354.56,7.373
12032021,354.745,7.376
12032021,354.935,7.368
12032021,355.125,7.362
12032021,355.31,7.353
12032021,355.5,7.333
12032021,355.685,7.328
12032021,355.875,7.318
12032021,356.065,7.31
12032021,356.25,7.314
12032021,356.44,7.309
12032021,356.625,7.305
12032021,356.815,7.304
12032021,357.005,7.299
12032021,357.19,7.295
12032021,357.38,7.299
12032021,357.565,7.294
12032021,357.755,7.29
12032021,357.945,7.29
12032021,358.13,7.29
12032021,358.32,7.29
12032021,358.505,7.29
12032021,358.695,7.29
12032021,358.885,7.289
12032021,359.07,7.285
12032021,359.26,7.285
12032021,359.445,7.285
12032021,359.635,7.285
12032021,359.825,7.286
12032021,360.01,7.29
12032021,360.2,7.285
12032021,360.385,7.285
12032021,360.575,7.285
12032021,360.765,7.286
12032021,360.95,7.294
12032021,361.14,7.29
12032021,361.325,7.294
12032021,361.515,7.291
12032021,361.705,7.3
12032021,361.89,7.299
12032021,362.08,7.296
12032021,362.265,7.3
12032021,362.455,7.307
12032021,362.645,7.314
12032021,362.83,7.315
12032021,363.02,7.321
12032021,363.205,7.34
12032021,363.395,7.344
12032021,363.585,7.35
12032021,363.77,7.355
12032021,363.96,7.364
12032021,364.145,7.369
12032021,364.335,7.374
12032021,364.525,7.378
12032021,364.71,7.38
12032021,364.9,7.388
12032021,365.085,7.394
12032021,365.275,7.397
12032021,365.465,7.394
12032021,365.65,7.402
12032021,365.84,7.403
12032021,366.025,7.412
12032021,366.215,7.407
12032021,366.405,7.407
12032021,366.59,7.407
12032021,366.78,7.407
12032021,366.965,7.409
12032021,367.155,7.412
12032021,367.345,7.412
12032021,367.53,7.413
12032021,367.72,7.416
12032021,367.905,7.408
12032021,368.095,7.411
12032021,368.285,7.407
12032021,368.47,7.407
12032021,368.66,7.406
12032021,368.845,7.402
12032021,369.035,7.403
12032021,369.225,7.407
12032021,369.41,7.401
12032021,369.6,7.396
12032021,369.785,7.394
12032021,369.975,7.396
12032021,370.165,7.393
12032021,370.35,7.393
12032021,370.54,7.394
12032021,370.725,7.401
12032021,370.915,7.398
12032021,371.105,7.402
12032021,371.29,7.402
12032021,371.48,7.404
12032021,371.665,7.407
12032021,371.855,7.406
12032021,372.045,7.402
12032021,372.23,7.402
12032021,372.42,7.403
12032021,372.605,7.404
12032021,372.795,7.397
12032021,372.985,7.396
12032021,373.17,7.393
12032021,373.36,7.393
12032021,373.545,7.393
12032021,373.735,7.395
12032021,373.925,7.402
12032021,374.11,7.397
12032021,374.3,7.397
12032021,374.485,7.394
12032021,374.675,7.397
12032021,374.865,7.394
12032021,375.05,7.397
12032021,375.24,7.396
12032021,375.425,7.394
12032021,375.615,7.397
12032021,375.805,7.397
12032021,375.99,7.398
12032021,376.18,7.401
12032021,376.365,7.398
12032021,376.555,7.397
12032021,376.745,7.396
12032021,376.93,7.391
12032021,377.12,7.387
12032021,377.305,7.384
12032021,377.495,7.385
12032021,377.685,7.378
12032021,377.87,7.377
12032021,378.06,7.372
12032021,378.245,7.361
12032021,378.435,7.352
12032021,378.625,7.345
12032021,378.81,7.34
12032021,379,7.344
12032021,379.185,7.342
12032021,379.375,7.336
12032021,379.565,7.323
12032021,379.75,7.319
12032021,379.94,7.319
12032021,380.125,7.319
12032021,380.315,7.319
12032021,380.505,7.318
12032021,380.69,7.314
12032021,380.88,7.313
12032021,381.065,7.31
12032021,381.255,7.31
12032021,381.445,7.31
12032021,381.63,7.314
12032021,381.82,7.308
12032021,382.005,7.308
12032021,382.195,7.314
12032021,382.385,7.314
12032021,382.57,7.313
12032021,382.76,7.306
12032021,382.945,7.31
12032021,383.135,7.308
12032021,383.325,7.307
12032021,383.51,7.313
12032021,383.7,7.31
12032021,383.885,7.313
12032021,384.075,7.31
12032021,384.265,7.31
12032021,384.45,7.31
12032021,384.64,7.31
12032021,384.825,7.31
12032021,385.015,7.314
12032021,385.205,7.31
12032021,385.39,7.31
12032021,385.58,7.31
12032021,385.765,7.31
12032021,385.955,7.31
12032021,386.145,7.311
12032021,386.33,7.314
12032021,386.52,7.314
12032021,386.705,7.314
12032021,386.895,7.316
12032021,387.085,7.319
12032021,387.27,7.321
12032021,387.46,7.324
12032021,387.645,7.324
12032021,387.835,7.323
12032021,388.025,7.321
12032021,388.21,7.326
12032021,388.4,7.336
12032021,388.585,7.341
12032021,388.775,7.349
12032021,388.965,7.349
12032021,389.15,7.35
12032021,389.34,7.355
12032021,389.525,7.36
12032021,389.715,7.365
12032021,389.905,7.368
12032021,390.09,7.369
12032021,390.28,7.375
12032021,390.465,7.378
12032021,390.655,7.381
12032021,390.845,7.389
12032021,391.03,7.393
12032021,391.22,7.394
12032021,391.405,7.397
12032021,391.595,7.397
12032021,391.785,7.399
12032021,391.97,7.401
12032021,392.16,7.399
12032021,392.345,7.405
12032021,392.535,7.411
12032021,392.725,7.409
12032021,392.91,7.415
12032021,393.1,7.422
12032021,393.285,7.422
12032021,393.475,7.423
12032021,393.665,7.428
12032021,393.85,7.432
12032021,394.04,7.433
12032021,394.225,7.438
12032021,394.415,7.44
12032021,394.605,7.437
12032021,394.79,7.437
12032021,394.98,7.437
12032021,395.165,7.437
12032021,395.355,7.437
12032021,395.545,7.437
12032021,395.73,7.437
12032021,395.92,7.438
12032021,396.105,7.44
12032021,396.295,7.437
12032021,396.485,7.438
12032021,396.67,7.443
12032021,396.86,7.448
12032021,397.045,7.453
12032021,397.235,7.456
12032021,397.425,7.456
12032021,397.61,7.458
12032021,397.8,7.465
12032021,397.985,7.462
12032021,398.175,7.466
12032021,398.365,7.466
12032021,398.55,7.466
12032021,398.74,7.466
12032021,398.925,7.466
12032021,399.115,7.466
12032021,399.305,7.466
12032021,399.49,7.466
12032021,399.68,7.466
12032021,399.865,7.464
12032021,400.055,7.461
12032021,400.245,7.461
12032021,400.43,7.462
12032021,400.62,7.463
12032021,400.805,7.456
12032021,400.995,7.454
12032021,401.185,7.452
12032021,401.37,7.456
12032021,401.56,7.455
12032021,401.745,7.45
12032021,401.935,7.448
12032021,402.125,7.45
12032021,402.31,7.445
12032021,402.5,7.438
12032021,402.685,7.431
12032021,402.875,7.425
12032021,403.065,7.422
12032021,403.25,7.419
12032021,403.44,7.412
12032021,403.625,7.41
12032021,403.815,7.404
12032021,404.005,7.396
12032021,404.19,7.39
12032021,404.38,7.381
12032021,404.565,7.374
12032021,404.755,7.364
12032021,404.945,7.365
12032021,405.13,7.357
12032021,405.32,7.354
12032021,405.505,7.352
12032021,405.695,7.349
12032021,405.885,7.345
12032021,406.07,7.34
12032021,406.26,7.344
12032021,406.445,7.342
12032021,406.635,7.339
12032021,406.825,7.338
12032021,407.01,7.334
12032021,407.2,7.334
12032021,407.385,7.332
12032021,407.575,7.332
12032021,407.765,7.336
12032021,407.95,7.329
12032021,408.14,7.329
12032021,408.325,7.33
12032021,408.515,7.333
12032021,408.705,7.329
12032021,408.89,7.331
12032021,409.08,7.332
12032021,409.265,7.331
12032021,409.455,7.332
12032021,409.645,7.332
12032021,409.83,7.337
12032021,410.02,7.334
12032021,410.205,7.334
12032021,410.395,7.334
12032021,410.585,7.334
12032021,410.77,7.334
12032021,410.96,7.333
12032021,411.145,7.329
12032021,411.335,7.331
12032021,411.525,7.334
12032021,411.71,7.336
12032021,411.9,7.335
12032021,412.085,7.329
12032021,412.275,7.331
12032021,412.465,7.334
12032021,412.65,7.337
12032021,412.84,7.346
12032021,413.025,7.35
12032021,413.215,7.359
12032021,413.405,7.37
12032021,413.59,7.375
12032021,413.78,7.383
12032021,413.965,7.388
12032021,414.155,7.39
12032021,414.345,7.396
12032021,414.53,7.404
12032021,414.72,7.412
12032021,414.905,7.424
12032021,415.095,7.428
12032021,415.285,7.432
12032021,415.47,7.437
12032021,415.66,7.444
12032021,415.845,7.444
12032021,416.035,7.449
12032021,416.225,7.448
12032021,416.41,7.453
12032021,416.6,7.454
12032021,416.785,7.451
12032021,416.975,7.451
12032021,417.165,7.451
12032021,417.35,7.451
12032021,417.54,7.455
12032021,417.725,7.459
12032021,417.915,7.456
12032021,418.105,7.458
12032021,418.29,7.459
12032021,418.48,7.456
12032021,418.665,7.456
12032021,418.855,7.456
12032021,419.045,7.456
12032021,419.23,7.456
12032021,419.42,7.456
12032021,419.605,7.458
12032021,419.795,7.461
12032021,419.985,7.461
12032021,420.17,7.461
12032021,420.36,7.461
12032021,420.545,7.461
12032021,420.735,7.461
12032021,420.925,7.463
12032021,421.11,7.464
12032021,421.3,7.461
12032021,421.485,7.461
12032021,421.675,7.463
12032021,421.865,7.466
12032021,422.05,7.467
12032021,422.24,7.471
12032021,422.425,7.469
12032021,422.615,7.466
12032021,422.805,7.466
12032021,422.99,7.466
12032021,423.18,7.467
12032021,423.365,7.473
12032021,423.555,7.474
12032021,423.745,7.471
12032021,423.93,7.471
12032021,424.12,7.473
12032021,424.305,7.474
12032021,424.495,7.471
12032021,424.685,7.471
12032021,424.87,7.471
12032021,425.06,7.469
12032021,425.245,7.466
12032021,425.435,7.468
12032021,425.625,7.469
12032021,425.81,7.466
12032021,426,7.466
12032021,426.185,7.467
12032021,426.375,7.469
12032021,426.565,7.466
12032021,426.75,7.466
12032021,426.94,7.466
12032021,427.125,7.466
12032021,427.315,7.464
12032021,427.505,7.461
12032021,427.69,7.459
12032021,427.88,7.456
12032021,428.065,7.456
12032021,428.255,7.456
12032021,428.445,7.456
12032021,428.63,7.454
12032021,428.82,7.447
12032021,429.005,7.441
12032021,429.195,7.438
12032021,429.385,7.43
12032021,429.57,7.427
12032021,429.76,7.427
12032021,429.945,7.425
12032021,430.135,7.422
12032021,430.325,7.418
12032021,430.51,7.408
12032021,430.7,7.4
12032021,430.885,7.393
12032021,431.075,7.386
12032021,431.265,7.383
12032021,431.45,7.378
12032021,431.64,7.371
12032021,431.825,7.37
12032021,432.015,7.371
12032021,432.205,7.364
12032021,432.39,7.358
12032021,432.58,7.358
12032021,432.765,7.356
12032021,432.955,7.351
12032021,433.145,7.349
12032021,433.33,7.349
12032021,433.52,7.351
12032021,433.705,7.354
12032021,433.895,7.351
12032021,434.085,7.351
12032021,434.27,7.354
12032021,434.46,7.351
12032021,434.645,7.349
12032021,434.835,7.351
12032021,435.025,7.351
12032021,435.21,7.349
12032021,435.4,7.351
12032021,435.585,7.351
12032021,435.775,7.349
12032021,435.965,7.351
12032021,436.15,7.351
12032021,436.34,7.349
12032021,436.525,7.349
12032021,436.715,7.349
12032021,436.905,7.351
12032021,437.09,7.354
12032021,437.28,7.351
12032021,437.465,7.349
12032021,437.655,7.351
12032021,437.845,7.352
12032021,438.03,7.35
12032021,438.22,7.352
12032021,438.405,7.351
12032021,438.595,7.358
12032021,438.785,7.366
12032021,438.97,7.375
12032021,439.16,7.389
12032021,439.345,7.402
12032021,439.535,7.409
12032021,439.725,7.414
12032021,439.91,7.419
12032021,440.1,7.426
12032021,440.285,7.434
12032021,440.475,7.444
12032021,440.665,7.453
12032021,440.85,7.458
12032021,441.04,7.47
12032021,441.225,7.48
12032021,441.415,7.482
12032021,441.605,7.487
12032021,441.79,7.49
12032021,441.98,7.492
12032021,442.165,7.493
12032021,442.355,7.493
12032021,442.545,7.495
12032021,442.73,7.495
12032021,442.92,7.495
12032021,443.105,7.495
12032021,443.295,7.495
12032021,443.485,7.497
12032021,443.67,7.5
12032021,443.86,7.495
12032021,444.045,7.488
12032021,444.235,7.485
12032021,444.425,7.485
12032021,444.61,7.483
12032021,444.8,7.48
12032021,444.985,7.48
12032021,445.175,7.48
12032021,445.365,7.48
12032021,445.55,7.478
12032021,445.74,7.476
12032021,445.925,7.476
12032021,446.115,7.476
12032021,446.305,7.476
12032021,446.49,7.476
12032021,446.68,7.476
12032021,446.865,7.478
12032021,447.055,7.475
12032021,447.245,7.473
12032021,447.43,7.476
12032021,447.62,7.478
12032021,447.805,7.476
12032021,447.995,7.476
12032021,448.185,7.478
12032021,448.37,7.473
12032021,448.56,7.473
12032021,448.745,7.473
12032021,448.935,7.471
12032021,449.125,7.468
12032021,449.31,7.466
12032021,449.5,7.466
12032021,449.685,7.468
12032021,449.875,7.468
12032021,450.065,7.466
12032021,450.25,7.466
12032021,450.44,7.466
12032021,450.625,7.471
12032021,450.815,7.476
12032021,451.005,7.473
12032021,451.19,7.471
12032021,451.38,7.471
12032021,451.565,7.471
12032021,451.755,7.471
12032021,451.945,7.473
12032021,452.13,7.476
12032021,452.32,7.476
12032021,452.505,7.476
12032021,452.695,7.473
12032021,452.885,7.471
12032021,453.07,7.471
12032021,453.26,7.473
12032021,453.445,7.476
12032021,453.635,7.478
12032021,453.825,7.478
12032021,454.01,7.478
12032021,454.2,7.48
12032021,454.385,7.48
12032021,454.575,7.478
12032021,454.765,7.47
12032021,454.95,7.466
12032021,455.14,7.463
12032021,455.325,7.461
12032021,455.515,7.458
12032021,455.705,7.448
12032021,455.89,7.441
12032021,456.08,7.439
12032021,456.265,7.437
12032021,456.455,7.434
12032021,456.645,7.432
12032021,456.83,7.426
12032021,457.02,7.419
12032021,457.205,7.414
12032021,457.395,7.412
12032021,457.585,7.409
12032021,457.77,7.402
12032021,457.96,7.392
12032021,458.145,7.385
12032021,458.335,7.38
12032021,458.525,7.375
12032021,458.71,7.373
12032021,458.9,7.373
12032021,459.085,7.37
12032021,459.275,7.368
12032021,459.465,7.368
12032021,459.65,7.368
12032021,459.84,7.366
12032021,460.025,7.363
12032021,460.215,7.366
12032021,460.405,7.363
12032021,460.59,7.361
12032021,460.78,7.361
12032021,460.965,7.358
12032021,461.155,7.358
12032021,461.345,7.361
12032021,461.53,7.36
12032021,461.72,7.361
12032021,461.905,7.363
12032021,462.095,7.363
12032021,462.285,7.363
12032021,462.47,7.363
12032021,462.66,7.36
12032021,462.845,7.362
12032021,463.035,7.363
12032021,463.225,7.366
12032021,463.41,7.366
12032021,463.6,7.363
12032021,463.785,7.363
12032021,463.975,7.363
12032021,464.165,7.363
12032021,464.35,7.363
12032021,464.54,7.363
12032021,464.725,7.363
12032021,464.915,7.363
12032021,465.105,7.363
12032021,465.29,7.366
12032021,465.48,7.365
12032021,465.665,7.369
12032021,465.855,7.373
12032021,466.045,7.373
12032021,466.23,7.37
12032021,466.42,7.368
12032021,466.605,7.362
12032021,466.795,7.358
12032021,466.985,7.361
12032021,467.17,7.363
12032021,467.36,7.363
12032021,467.545,7.363
12032021,467.735,7.363
12032021,467.925,7.363
12032021,468.11,7.363
12032021,468.3,7.363
12032021,468.485,7.369
12032021,468.675,7.373
12032021,468.865,7.375
12032021,469.05,7.381
12032021,469.24,7.383
12032021,469.425,7.383
12032021,469.615,7.386
12032021,469.805,7.39
12032021,469.99,7.393
12032021,470.18,7.395
12032021,470.365,7.4
12032021,470.555,7.402
12032021,470.745,7.405
12032021,470.93,7.41
12032021,471.12,7.409
12032021,471.305,7.407
12032021,471.495,7.405
12032021,471.685,7.405
12032021,471.87,7.407
12032021,472.06,7.41
12032021,472.245,7.412
12032021,472.435,7.412
12032021,472.625,7.415
12032021,472.81,7.411
12032021,473,7.407
12032021,473.185,7.407
12032021,473.375,7.41
12032021,473.565,7.412
12032021,473.75,7.415
12032021,473.94,7.414
12032021,474.125,7.415
12032021,474.315,7.414
12032021,474.505,7.415
12032021,474.69,7.417
12032021,474.88,7.414
12032021,475.065,7.415
12032021,475.255,7.414
12032021,475.445,7.412
12032021,475.63,7.412
12032021,475.82,7.409
12032021,476.005,7.41
12032021,476.195,7.409
12032021,476.385,7.407
12032021,476.57,7.404
12032021,476.76,7.399
12032021,476.945,7.401
12032021,477.135,7.396
12032021,477.325,7.386
12032021,477.51,7.38
12032021,477.7,7.378
12032021,477.885,7.375
12032021,478.075,7.373
12032021,478.265,7.37
12032021,478.45,7.368
12032021,478.64,7.365
12032021,478.825,7.36
12032021,479.015,7.362
12032021,479.205,7.363
12032021,479.39,7.363
12032021,479.58,7.369
12032021,479.765,7.373
12032021,479.955,7.373
12032021,480.145,7.373
12032021,480.33,7.373
12032021,480.52,7.373
12032021,480.705,7.373
12032021,480.895,7.376
12032021,481.085,7.372
12032021,481.27,7.372
12032021,481.46,7.376
12032021,481.645,7.375
12032021,481.835,7.37
12032021,482.025,7.371
12032021,482.21,7.37
12032021,482.4,7.368
12032021,482.585,7.368
12032021,482.775,7.371
12032021,482.965,7.37
12032021,483.15,7.375
12032021,483.34,7.372
12032021,483.525,7.371
12032021,483.715,7.373
12032021,483.905,7.373
12032021,484.09,7.37
12032021,484.28,7.368
12032021,484.465,7.371
12032021,484.655,7.373
12032021,484.845,7.37
12032021,485.03,7.371
12032021,485.22,7.373
12032021,485.405,7.373
12032021,485.595,7.373
12032021,485.785,7.373
12032021,485.97,7.37
12032021,486.16,7.368
12032021,486.345,7.374
12032021,486.535,7.375
12032021,486.725,7.373
12032021,486.91,7.373
12032021,487.1,7.376
12032021,487.285,7.375
12032021,487.475,7.373
12032021,487.665,7.373
12032021,487.85,7.376
12032021,488.04,7.375
12032021,488.225,7.376
12032021,488.415,7.378
12032021,488.605,7.375
12032021,488.79,7.376
12032021,488.98,7.375
12032021,489.165,7.373
12032021,489.355,7.373
12032021,489.545,7.376
12032021,489.73,7.375
12032021,489.92,7.375
12032021,490.105,7.375
12032021,490.295,7.376
12032021,490.485,7.385
12032021,490.67,7.385
12032021,490.86,7.383
12032021,491.045,7.386
12032021,491.235,7.388
12032021,491.425,7.391
12032021,491.61,7.396
12032021,491.8,7.4
12032021,491.985,7.405
12032021,492.175,7.411
12032021,492.365,7.418
12032021,492.55,7.422
12032021,492.74,7.425
12032021,492.925,7.433
12032021,493.115,7.44
12032021,493.305,7.444
12032021,493.49,7.45
12032021,493.68,7.454
12032021,493.865,7.46
12032021,494.055,7.464
12032021,494.245,7.466
12032021,494.43,7.469
12032021,494.62,7.471
12032021,494.805,7.471
12032021,494.995,7.474
12032021,495.185,7.476
12032021,495.37,7.476
12032021,495.56,7.479
12032021,495.745,7.48
12032021,495.935,7.484
12032021,496.125,7.485
12032021,496.31,7.482
12032021,496.5,7.484
12032021,496.685,7.482
12032021,496.875,7.484
12032021,497.065,7.482
12032021,497.25,7.484
12032021,497.44,7.485
12032021,497.625,7.482
12032021,497.815,7.48
12032021,498.005,7.477
12032021,498.19,7.476
12032021,498.38,7.472
12032021,498.565,7.474
12032021,498.755,7.472
12032021,498.945,7.468
12032021,499.13,7.466
12032021,499.32,7.463
12032021,499.505,7.464
12032021,499.695,7.469
12032021,499.885,7.474
12032021,500.07,7.473
12032021,500.26,7.474
12032021,500.445,7.476
12032021,500.635,7.472
12032021,500.825,7.467
12032021,501.01,7.463
12032021,501.2,7.461
12032021,501.385,7.461
12032021,501.575,7.464
12032021,501.765,7.459
12032021,501.95,7.456
12032021,502.14,7.453
12032021,502.325,7.448
12032021,502.515,7.446
12032021,502.705,7.443
12032021,502.89,7.434
12032021,503.08,7.432
12032021,503.265,7.424
12032021,503.455,7.419
12032021,503.645,7.417
12032021,503.83,7.41
12032021,504.02,7.404
12032021,504.205,7.399
12032021,504.395,7.394
12032021,504.585,7.396
12032021,504.77,7.394
12032021,504.96,7.393
12032021,505.145,7.393
12032021,505.335,7.389
12032021,505.525,7.388
12032021,505.71,7.384
12032021,505.9,7.383
12032021,506.085,7.383
12032021,506.275,7.387
12032021,506.465,7.384
12032021,506.65,7.379
12032021,506.84,7.378
12032021,507.025,7.378
12032021,507.215,7.378
12032021,507.405,7.378
12032021,507.59,7.378
12032021,507.78,7.378
12032021,507.965,7.381
12032021,508.155,7.379
12032021,508.345,7.381
12032021,508.53,7.379
12032021,508.72,7.378
12032021,508.905,7.378
12032021,509.095,7.378
12032021,509.285,7.382
12032021,509.47,7.383
12032021,509.66,7.383
12032021,509.845,7.379
12032021,510.035,7.374
12032021,510.225,7.376
12032021,510.41,7.378
12032021,510.6,7.378
