Sample_ID,Region,Mg,Al,Si,P,S,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,Ba,La,Ce,Pr,Nd,W,Hg,Pb,Bi,Th,U
185,North,3574,0,302,12055,18718,27622,1280,190,0,0,88,65,0,0,5,24,1,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11
185,North,3565,0,241,12011,19056,27613,1236,213,0,0,88,65,0,0,4,24,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10
185,North,0,0,173,12064,18629,27584,1256,169,0,0,86,60,0,0,5,24,1,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11
200,North,0,0,340,11421,18406,26588,1165,213,0,0,111,68,4,0,8,32,4,0,2,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10
200,North,4296,0,283,11464,18431,26515,1190,238,0,0,113,66,0,0,9,31,4,0,2,6,0,0,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0,39,10
200,North,5181,0,309,11459,18576,26650,1182,208,0,0,108,63,0,0,10,30,4,0,2,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11
210,North,4454,0,322,10404,17221,23222,577,170,0,0,86,68,3,0,7,29,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,98,0,0,0,0,34,7
210,North,3546,0,298,10404,17267,23252,556,150,0,0,88,67,0,0,6,29,1,0,1,3,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,35,7
210,North,5140,0,321,10402,17345,23230,585,152,0,0,90,69,0,0,6,30,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7
256,North,0,0,351,9377,12465,18893,523,1513,0,0,80,84,0,0,3,39,2,0,1,3,0,0,0,2,0,0,0,0,33,0,0,0,0,0,0,0,0,37,8
256,North,0,0,313,9393,12601,18937,515,1510,0,0,77,90,0,0,3,40,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8
256,North,0,0,322,9395,12429,18827,503,1522,0,0,80,95,0,0,4,39,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8
266,North,0,0,348,8327,13071,17104,772,1364,0,0,100,90,0,0,6,37,4,0,1,3,0,0,0,3,0,0,0,0,24,38,0,56,0,0,0,0,0,36,8
266,North,0,0,392,8350,13096,17138,786,1326,0,0,105,87,0,0,6,36,4,0,1,3,0,0,0,3,0,0,0,0,0,31,41,55,0,0,0,0,0,36,8
266,North,0,0,433,8418,13022,17099,798,1360,0,0,103,92,0,0,7,36,5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8
267,North,0,634,319,10980,19080,25980,552,179,0,0,93,78,0,0,5,24,1,0,1,4,0,0,0,0,0,0,0,0,23,0,49,0,0,0,0,0,0,43,10
267,North,0,0,414,10897,18670,25883,611,181,0,0,94,84,0,0,7,25,1,0,1,3,0,0,0,3,0,0,0,0,35,38,0,0,0,0,0,0,0,42,10
267,North,2993,679,306,10904,18788,25882,602,175,0,0,93,86,0,0,6,24,1,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10
269,North,0,0,275,12699,19252,30703,3174,77,0,0,82,86,0,0,4,33,13,0,2,7,0,0,0,2,0,0,0,0,0,30,0,63,0,0,0,0,0,38,11
269,North,4283,0,298,12719,19404,30890,3049,104,0,0,80,92,0,0,5,34,12,0,2,7,0,0,0,2,0,0,0,0,0,0,0,68,0,0,0,0,0,39,10
269,North,4163,0,191,12709,19376,30884,3161,109,0,0,76,93,4,0,6,35,12,0,3,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10
280,North,3651,0,405,9835,16465,21308,611,1900,0,0,95,58,0,0,2,44,3,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10
280,North,2928,0,346,9863,16492,21360,605,1966,0,0,95,60,3,0,3,44,4,0,1,4,0,0,0,2,0,0,0,0,0,43,0,0,0,0,0,0,0,44,10
280,North,0,0,359,9747,16301,21311,594,1914,0,0,97,61,0,0,4,44,3,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10
281,North,0,0,262,10685,18355,25429,469,525,0,0,77,60,0,0,4,32,8,0,1,4,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,0,0,40,11
281,North,3839,0,283,10645,18307,25384,431,497,0,0,79,67,0,0,3,32,8,0,1,4,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,41,10
281,North,0,0,238,10620,18381,25502,450,486,0,0,83,66,0,0,0,32,8,0,1,4,0,0,0,2,0,0,0,0,23,0,41,0,0,0,0,0,0,41,10
293,North,0,0,327,9970,15253,22599,817,412,0,0,61,70,4,0,4,29,6,0,2,3,0,0,0,4,0,0,0,0,21,0,0,62,0,0,0,0,0,33,6
293,North,0,0,303,10018,15190,22569,827,409,0,0,59,72,0,0,3,29,6,0,2,3,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,33,7
293,North,3119,0,403,10001,15341,22721,814,385,0,0,59,69,4,0,4,29,7,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7
304,North,6166,0,249,10980,17473,23645,414,96,0,0,66,54,0,0,3,24,4,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,85,0,0,0,0,32,7
304,North,6357,0,249,11058,17529,23752,421,125,0,0,63,55,0,0,5,23,4,0,2,3,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,32,7
304,North,4187,602,291,10983,17569,23706,432,103,0,0,65,54,3,0,6,24,4,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
305,North,5853,0,349,12107,19466,27059,534,162,0,0,77,59,0,0,21,33,6,0,2,5,0,0,0,6,0,0,0,0,0,0,0,75,0,0,0,0,0,36,9
305,North,4947,0,363,12128,19453,27038,524,200,0,0,81,60,0,0,21,33,6,0,2,5,0,0,0,6,0,0,0,0,26,28,49,0,0,0,0,0,0,37,9
305,North,3546,660,225,12126,19426,27068,526,206,0,0,87,63,0,0,21,33,6,0,2,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10
306,North,0,0,418,10107,17286,23516,784,148,0,0,75,63,4,0,5,22,6,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7
306,North,3491,0,258,10105,17194,23548,807,112,0,0,78,60,0,0,5,22,6,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7
306,North,5755,0,282,10039,17275,23520,785,154,0,0,68,66,6,0,4,21,6,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7
315,North,4206,845,235,9931,17335,23235,450,131,0,0,74,82,0,0,2,23,11,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7
315,North,4934,815,273,10044,17401,23275,478,158,0,0,79,79,3,0,4,24,11,0,1,3,0,0,0,2,0,0,0,0,22,30,45,0,0,0,0,0,0,37,7
315,North,0,910,317,9980,17385,23292,497,109,0,0,76,81,4,0,4,24,10,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8
316,North,0,0,250,11838,20403,27604,960,120,0,0,69,88,0,0,9,34,21,0,2,6,0,0,0,2,0,0,0,0,0,0,0,58,0,0,0,0,0,40,10
316,North,4871,0,165,11958,20397,27837,955,85,0,0,71,84,0,0,9,35,21,0,2,6,0,0,0,3,0,0,0,0,23,0,0,75,0,0,0,0,0,39,10
316,North,4010,0,248,11891,20399,27754,947,100,0,0,77,84,0,0,11,35,21,0,2,6,0,0,0,2,0,0,0,0,26,31,0,72,0,0,0,0,0,41,10
355,North,3268,0,635,10262,17058,24048,928,135,0,0,67,97,0,0,3,22,3,0,2,4,0,0,0,2,0,0,0,0,30,28,0,89,90,0,0,0,0,36,8
355,North,4803,632,694,10283,16999,24028,910,121,0,0,73,98,0,0,3,21,3,0,1,3,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,0,0,34,8
355,North,2912,0,655,10218,17103,24010,946,121,0,0,67,99,0,0,3,20,4,0,2,4,0,0,0,2,0,0,0,0,0,0,41,0,0,0,0,0,0,37,7
356,North,0,0,286,12629,18591,26659,4547,139,0,0,91,54,0,0,5,29,4,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11
356,North,4513,0,240,12737,18891,26662,4576,138,0,0,91,60,0,0,5,29,5,0,2,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,40,10
356,North,5337,0,263,12734,18457,26719,4572,144,0,0,86,56,0,0,6,30,4,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10
366,North,4738,0,319,10675,15764,26258,464,117,0,0,53,58,3,0,3,22,6,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6
366,North,3155,0,145,10697,15658,26272,468,105,0,0,57,58,0,0,3,21,6,0,2,3,0,0,0,3,0,0,0,0,0,30,0,60,0,0,0,0,0,32,7
366,North,3038,0,222,10715,15701,26171,460,117,0,0,58,58,0,0,2,23,6,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6
367,North,2824,518,303,10352,15730,24820,616,146,0,0,58,54,0,0,7,25,4,0,2,3,0,0,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,36,7
367,North,3561,0,364,10399,15748,24865,594,151,0,0,57,55,4,0,9,23,4,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7
367,North,3046,548,333,10396,15810,24911,626,153,0,0,63,54,0,0,7,23,4,0,2,3,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,33,6
368,North,0,0,358,11324,17320,28447,474,513,0,0,89,69,0,0,4,34,1,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10
368,North,3941,0,330,11381,17136,28385,486,502,0,0,91,61,0,0,5,34,2,0,2,6,0,0,0,2,0,0,0,0,28,30,0,0,0,0,0,0,0,41,11
368,North,4400,0,348,11351,17326,28361,481,474,0,0,93,67,3,0,3,33,2,0,2,6,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,40,11
369,North,4010,0,222,11499,17739,28390,373,108,0,0,53,52,4,0,4,23,5,0,2,3,0,0,0,4,0,0,0,0,32,37,0,0,0,0,0,0,0,34,7
369,North,3938,0,269,11544,17756,28418,393,125,0,0,52,53,3,0,5,24,6,0,2,3,0,0,0,2,0,0,0,0,0,34,0,61,0,0,0,0,0,34,6
369,North,3279,0,323,11513,17961,28551,390,88,0,0,55,55,3,0,4,23,6,0,2,3,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,33,7
377,North,3738,0,335,10722,18113,24510,570,101,0,0,65,62,0,0,3,23,9,0,2,3,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,34,7
377,North,4972,0,248,10747,18110,24503,570,106,0,0,67,65,0,0,3,21,8,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
377,North,4965,0,234,10800,18061,24528,538,95,0,0,64,63,0,0,2,23,8,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,113,0,0,0,0,34,7
379,North,5651,0,415,8549,14514,20012,1101,1328,0,0,83,64,0,0,5,38,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,43,11
379,North,0,0,451,8583,14229,20041,1117,1352,0,0,81,62,0,0,5,39,2,0,2,4,0,0,0,2,0,0,0,0,23,0,0,0,79,0,0,0,0,44,10
379,North,4693,0,401,8616,14595,20108,1102,1320,0,0,81,64,0,0,5,39,3,0,1,4,0,0,0,0,0,0,0,0,0,32,0,62,0,0,0,0,0,44,10
381,North,3746,0,417,10725,17071,24347,972,293,0,0,92,54,0,0,3,23,4,0,1,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,41,11
381,North,4336,0,403,10741,16806,24332,961,258,0,0,91,56,4,0,3,24,4,0,1,4,0,0,0,2,0,0,0,0,22,48,40,0,0,0,0,0,0,41,11
381,North,3405,0,356,10673,16759,24365,941,275,0,0,91,54,4,0,4,24,4,0,2,4,0,0,0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,40,10
381,North,3292,572,383,8132,12276,15624,698,2099,0,0,93,69,0,0,0,41,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,105,0,0,0,0,35,7
381,North,3558,0,438,8087,12279,15525,669,2132,0,0,99,69,0,0,2,40,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7
381,North,2802,0,385,8048,12293,15622,674,2102,0,0,96,69,0,0,2,41,1,0,1,3,0,0,0,2,0,0,0,0,39,42,0,0,116,0,0,0,0,34,8
393,North,5515,0,219,10826,18843,24835,738,111,0,0,55,56,0,0,10,24,15,0,3,3,0,0,0,4,0,0,0,0,23,34,0,0,0,0,0,0,0,32,6
393,North,4080,0,243,10792,18900,24875,718,106,0,0,53,53,0,0,10,24,15,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,87,0,0,0,0,33,7
393,North,4868,601,313,10847,18856,24835,725,106,0,0,50,54,0,0,11,24,15,0,2,3,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,33,6
394,North,3926,0,262,11447,18774,26763,653,240,0,0,64,45,4,0,5,26,22,0,2,3,0,0,0,2,0,0,0,0,26,34,0,0,0,0,0,0,0,37,9
394,North,5232,0,286,11317,18721,26786,634,241,0,0,57,44,0,0,4,28,22,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8
394,North,5033,863,287,11424,18798,26738,627,228,0,0,57,47,4,0,5,28,22,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8
403,North,0,0,260,11897,15583,28692,400,119,0,0,78,67,0,0,3,30,10,0,2,5,0,0,0,2,0,0,0,0,19,0,0,79,91,0,0,0,0,37,10
403,North,0,0,199,11732,15548,28592,375,111,0,0,79,64,0,0,4,28,10,0,2,5,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,39,10
403,North,5690,0,278,11899,15601,28636,414,143,0,0,73,65,3,0,3,30,9,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10
405,North,5491,0,283,11328,16530,26320,502,101,0,0,54,82,3,0,4,20,12,0,3,4,0,0,0,3,0,0,0,0,0,0,0,67,124,0,0,0,0,32,6
405,North,0,0,223,11295,16477,26286,506,114,0,0,60,82,0,0,5,21,12,0,2,4,0,0,0,2,0,0,0,0,0,29,0,69,132,0,0,0,0,34,7
405,North,4124,0,263,11398,16553,26336,515,112,0,0,61,82,0,0,4,19,12,0,2,4,0,0,0,3,0,0,0,0,30,31,61,79,88,0,0,0,0,33,6
406,North,4090,0,333,11817,19369,28183,481,198,0,0,90,171,0,0,49,63,11,0,2,5,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,39,11
406,North,5004,0,365,11741,19174,28101,463,231,0,0,87,174,0,0,51,64,11,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10
406,North,4950,0,303,11767,19619,28139,483,200,0,0,88,170,0,0,51,63,11,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11
406,North,3700,0,303,10819,17878,25434,507,518,0,0,90,168,0,0,42,62,9,0,2,5,0,0,0,6,0,0,0,0,24,41,0,62,0,0,0,0,0,40,10
406,North,3570,0,247,10798,17892,25393,481,532,0,0,82,168,4,0,44,62,9,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,39,9
406,North,0,0,340,10753,17859,25420,496,511,0,0,85,162,4,0,44,63,10,0,2,6,0,0,0,7,0,0,0,0,0,0,36,57,105,0,0,0,0,40,9
415,North,3593,0,271,10420,16907,25709,530,119,0,0,55,60,3,0,4,25,9,0,2,3,0,0,0,2,0,0,0,0,33,37,0,70,0,0,0,0,0,33,7
415,North,2952,0,280,10430,17071,25765,529,109,0,0,59,58,4,0,4,25,9,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7
415,North,2724,0,243,10496,16962,25609,534,127,0,0,56,54,3,0,5,26,9,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6
428,North,3695,600,454,7122,10686,12332,988,2521,0,0,98,98,0,0,3,42,0,0,1,3,0,0,0,2,0,0,0,0,25,32,0,0,89,0,0,0,0,40,8
428,North,0,0,428,7071,10739,12282,999,2461,0,0,102,101,0,0,3,42,0,0,1,3,0,0,0,2,0,0,0,0,22,31,40,63,0,0,0,0,0,38,7
428,North,0,0,443,7141,10745,12280,988,2465,0,0,96,96,0,0,3,43,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,92,0,0,0,0,39,8
453,North,3446,0,390,10113,18445,25432,408,496,0,0,87,60,0,0,6,30,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11
453,North,3286,0,308,10077,18320,25361,402,475,0,0,82,56,0,0,4,28,2,0,2,3,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,43,11
453,North,0,0,349,10131,18404,25372,415,504,0,0,91,54,0,0,4,28,1,0,1,4,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,45,10
469,North,0,0,379,9214,13772,21230,846,552,0,0,68,82,4,0,4,28,5,0,1,4,0,0,0,0,0,0,0,0,24,0,0,63,0,0,0,0,0,39,10
469,North,3769,0,419,9230,13486,21256,860,535,0,0,68,80,0,0,4,28,5,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8
469,North,4346,0,392,9207,13420,21227,833,559,0,0,75,81,0,0,3,27,5,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9
472,North,4320,0,297,9811,14862,24318,504,147,0,0,72,55,3,0,4,21,8,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,93,0,0,0,0,33,7
472,North,3643,0,354,9825,14836,24324,509,158,0,0,75,55,0,0,3,20,9,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,83,0,0,0,0,34,7
472,North,3246,0,386,9757,14927,24359,500,132,0,0,73,61,3,0,4,21,8,0,2,3,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,34,8
473,North,0,0,305,10135,15441,25549,723,121,0,0,57,70,0,0,5,21,11,0,2,4,0,0,0,2,0,0,0,0,0,29,0,81,0,0,0,0,0,34,7
473,North,3517,0,272,10140,15469,25539,690,107,0,0,59,71,0,0,5,21,12,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7
473,North,3293,0,269,10247,15534,25645,714,91,0,0,63,70,0,0,4,20,12,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7
493,North,3720,0,247,11469,19635,28998,743,121,0,0,64,58,0,0,3,29,7,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10
493,North,4232,0,296,11560,19680,28957,740,98,0,0,72,57,0,0,4,29,7,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9
493,North,3435,0,224,11582,19628,29094,772,92,0,0,71,60,0,0,2,29,7,0,3,5,0,0,0,3,0,0,0,0,0,0,0,60,107,0,0,0,0,39,10
493,North,4168,0,304,11230,18765,28181,734,81,0,0,69,56,0,0,3,29,7,0,2,6,0,0,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,37,9
493,North,4304,0,164,11119,18742,28074,764,75,0,0,71,61,4,0,4,28,7,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9
493,North,4461,0,263,11167,18832,28132,748,72,0,0,71,54,0,0,3,28,7,0,3,5,0,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,37,9
504,North,0,0,250,11117,19650,27528,602,382,0,0,108,61,0,0,7,33,2,0,2,6,0,0,0,2,0,0,0,0,23,0,0,70,109,0,0,0,0,40,11
504,North,0,0,298,10992,19992,27495,575,356,0,0,108,67,0,0,6,33,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11
504,North,0,0,344,11109,19644,27523,594,385,0,0,102,66,0,0,5,32,2,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11
505,North,4875,0,308,10566,17922,25477,532,135,0,0,76,55,4,0,4,22,4,0,2,4,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,34,7
505,North,3835,0,308,10601,17870,25491,510,140,0,0,73,57,3,0,4,20,3,0,2,3,0,0,0,3,0,0,0,0,31,39,0,72,0,0,0,0,0,35,7
505,North,4099,0,224,10569,17788,25423,499,113,0,0,68,58,5,0,4,21,3,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8
507,North,4369,0,239,12223,19856,29464,798,198,0,0,67,75,0,0,6,28,5,0,1,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,10
507,North,0,0,268,12199,19731,29457,801,217,0,0,64,77,0,0,6,27,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9
507,North,4226,0,334,12304,19304,29348,809,206,0,0,68,71,4,0,8,27,5,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10
526,Baltic,4468,740,594,9629,12828,15169,1376,1070,0,0,105,65,0,0,11,50,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,38,10
526,Baltic,0,774,509,9648,12732,15124,1396,1058,0,0,101,61,0,0,10,51,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,38,10
526,Baltic,0,937,562,9724,12889,15194,1428,1022,0,0,102,63,0,0,10,50,0,0,3,6,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,3,0,39,10
530,Baltic,3612,653,574,7334,10787,11880,2274,1651,0,0,122,110,0,0,9,36,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10
530,Baltic,0,910,651,7334,10663,11855,2268,1669,0,0,122,106,0,0,8,35,0,0,1,5,0,0,0,2,0,0,0,0,0,29,0,54,0,0,0,0,0,39,10
530,Baltic,0,656,654,7436,10778,11850,2259,1697,0,0,125,110,0,0,7,36,0,0,1,4,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,41,11
532,Baltic,4642,609,645,8935,10197,15076,1099,103,0,0,111,96,0,0,8,19,0,0,2,4,0,0,0,2,0,0,0,0,33,0,0,0,100,0,0,0,0,34,6
532,Baltic,2813,613,599,8928,10215,15183,1108,109,0,0,109,96,0,0,7,19,0,0,1,4,0,0,0,3,0,0,0,0,25,0,0,70,0,0,0,0,0,34,7
532,Baltic,3286,783,520,8991,10309,15151,1111,110,0,0,112,97,0,0,6,19,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,95,0,0,0,0,34,7
535,Baltic,2832,520,374,10542,12194,19295,803,87,0,0,104,39,0,0,6,18,0,0,1,3,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,33,6
535,Baltic,4126,604,396,10577,12168,19323,769,73,0,0,99,41,3,0,4,18,0,0,2,4,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,31,7
535,Baltic,4218,0,362,10424,12287,19318,799,81,0,0,101,42,0,0,4,17,0,0,2,4,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,32,6
538,Baltic,0,0,426,11303,14262,22429,767,86,0,0,100,62,0,0,7,18,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7
538,Baltic,4089,0,413,11262,14206,22356,766,77,0,0,91,59,0,0,5,17,0,0,2,3,0,0,0,4,0,0,0,0,34,0,0,74,115,0,0,0,0,32,7
538,Baltic,5560,0,351,11274,14157,22365,750,62,0,0,102,61,3,0,6,19,0,0,2,3,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,30,7
538,Baltic,0,0,331,10709,13591,22104,731,78,0,0,93,58,0,0,5,18,0,0,1,4,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,33,7
538,Baltic,0,759,342,10719,13694,22121,747,75,0,0,87,57,0,0,5,18,0,0,2,4,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,32,7
538,Baltic,4370,0,377,10769,13665,22144,733,79,0,0,91,62,3,0,6,18,0,0,2,3,0,0,0,3,0,0,0,0,29,0,0,66,0,0,0,0,0,32,7
540,Baltic,4206,641,339,10009,14381,21733,558,84,0,0,86,36,0,0,4,17,0,0,2,3,0,0,0,3,0,0,0,0,24,35,0,0,0,0,0,0,0,32,6
540,Baltic,4005,0,374,9961,14415,21707,554,79,0,0,90,39,4,0,3,16,0,0,2,3,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,33,6
540,Baltic,4622,657,331,9962,14422,21760,568,79,0,0,90,39,0,0,4,17,0,0,1,3,0,0,0,2,0,0,0,0,40,33,0,0,0,0,0,0,0,31,7
541,Baltic,3943,528,254,9939,13188,20916,672,92,0,0,87,47,0,0,8,18,0,0,2,3,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,32,6
541,Baltic,3461,0,357,10039,13285,20967,637,65,0,0,88,48,0,0,9,19,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
541,Baltic,3624,0,379,10027,13354,20935,639,86,0,0,87,48,4,0,8,18,0,0,2,4,0,0,0,2,0,0,0,0,31,0,0,0,0,0,0,0,0,34,7
541,Baltic,5020,553,376,9764,13347,21347,656,83,0,0,75,44,0,0,9,19,0,0,2,3,0,0,0,2,0,0,0,0,22,32,0,0,0,0,0,0,0,31,6
541,Baltic,2796,0,348,9790,13363,21351,661,76,0,0,83,47,4,0,9,19,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6
541,Baltic,2899,0,290,9854,13254,21325,645,99,0,0,87,45,0,0,9,18,0,0,2,3,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,31,6
542,Baltic,4956,0,299,10979,13337,23562,462,96,0,0,86,43,4,0,5,17,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,0,36,7
542,Baltic,5435,0,368,10992,13312,23516,476,91,0,0,86,42,3,0,5,16,0,0,2,3,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,35,6
542,Baltic,4387,0,354,11003,13324,23563,482,91,0,0,90,44,4,0,5,17,0,0,2,4,0,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,36,6
543,Baltic,4675,0,444,10619,15353,16934,1700,931,0,0,125,80,0,0,14,59,0,0,1,5,0,0,0,0,0,0,0,0,21,0,0,0,85,0,0,0,0,36,10
543,Baltic,3680,569,513,10681,15146,16993,1728,925,0,0,127,73,0,0,15,59,0,0,1,4,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,37,10
543,Baltic,3718,513,472,10727,15127,17035,1729,928,0,0,131,73,0,0,14,59,0,0,1,4,0,0,0,2,0,0,0,0,23,0,45,70,78,0,0,0,0,36,11
